,Region,District,Garden,Room,Hall,Floor,Year,Size,Direction,Renovation,Price,Elevator
2084,大兴,黄村中,富强西里,2,1,5,1985,71,南北,其他,295.0,0
2085,大兴,黄村中,富强东里,2,1,6,1993,57,南北,精装,246.0,0
2086,大兴,高米店南,旭辉紫郡,3,2,6,2012,132,南北,精装,980.0,1
2087,大兴,观音寺,观音寺新区,4,1,5,2002,141,南北,简装,485.0,0
2088,大兴,高米店南,康达园,2,1,6,2003,93,东西,其他,370.0,0
2089,大兴,旧宫,旧宫北里,3,2,6,1998,103,南北,简装,450.0,0
2090,大兴,观音寺,辛店小区,3,1,6,1995,74,东西北,简装,260.0,0
2091,大兴,枣园,枣园东里,2,1,6,1999,86,南北,简装,362.0,0
2092,大兴,黄村北,金惠园三里,4,1,7,1998,96,南北,简装,450.0,0
2093,大兴,西红门,理想家园,2,1,25,2013,69,西南,精装,290.0,1
2094,大兴,枣园,康庄路52号院,2,1,21,2010,85,南北,精装,298.0,1
2095,大兴,黄村中,时代龙和,3,1,15,2007,136,南北,精装,610.0,1
2096,大兴,高米店南,康盛园,2,1,6,1998,77,南北,精装,330.0,0
2097,大兴,西红门,宏盛家园,4,2,5,2000,179,南北,简装,650.0,0
2098,大兴,大兴其它,龙熙顺景,5,2,4,2005,214,东南北,精装,550.0,0
2099,大兴,枣园,清源西里,2,1,6,1992,57,东西,简装,256.0,0
2100,大兴,旧宫,巧克力城,2,1,11,2005,97,西南,简装,468.0,1
2101,大兴,枣园,康庄路52号院,3,2,22,2010,106,南北,简装,418.0,1
2102,大兴,大兴开发区,泰中花园,2,1,21,2012,95,东南,简装,395.0,1
2103,大兴,黄村中,黄村东里,2,1,6,1993,73,南北,其他,286.0,0
2104,大兴,黄村中,新安里,2,1,6,1996,85,南北,其他,310.0,0
2105,大兴,旧宫,清乐园,3,2,6,1999,123,南北,简装,520.0,0
2106,大兴,黄村中,新居里,2,1,6,2000,70,南北,其他,262.0,0
2107,大兴,黄村中,新安里,2,1,6,1993,58,南北,简装,240.0,0
2108,大兴,高米店南,华润公元九里,4,2,15,2012,217,南北,精装,1400.0,1
2109,大兴,枣园,康庄路52号院,2,1,21,2010,86,南北,精装,315.0,1
2110,大兴,黄村火车站,义和庄东里,2,1,6,1993,55,南北,其他,239.0,0
2111,大兴,大兴其它,天堂河,2,1,6,2004,85,南北,简装,301.0,0
2112,大兴,观音寺,观音寺小区,3,2,6,1997,101,南北,简装,386.0,0
2113,大兴,观音寺,宇丰苑,2,2,15,2003,114,南北,简装,398.0,1
2114,大兴,枣园,红木林,2,2,21,2013,77,南北,精装,516.0,1
2115,大兴,枣园,滨河东里,2,1,6,1988,60,南北,简装,249.0,0
2116,大兴,黄村中,富强东里,1,1,6,1980,44,东,简装,208.0,0
2117,大兴,西红门,理想家园,2,1,25,2013,69,西南,精装,290.0,1
2118,大兴,天宫院,保利春天里,2,1,30,2014,84,南,精装,360.0,1
2119,大兴,黄村火车站,车站南里,3,1,6,1998,117,南北,精装,398.0,0
2120,大兴,大兴其它,团河苑,2,1,6,1994,59,南北,精装,249.0,0
2121,大兴,西红门,兴海家园星苑,2,1,6,2004,84,南北,精装,421.8,0
2122,大兴,枣园,丽园B区,2,1,11,2005,116,南北,其他,520.0,1
2123,大兴,黄村中,新安里,3,1,6,2004,95,南北,其他,325.0,0
2124,大兴,旧宫,育龙家园,5,3,6,2000,205,南北,精装,750.0,0
2125,大兴,枣园,康庄路52号院,2,1,22,2010,86,南北,精装,320.0,1
2126,大兴,高米店南,康盛园,1,1,11,2005,64,南北,精装,315.0,1
2127,大兴,黄村中,黄村西里,2,1,5,1980,53,东西,简装,230.0,0
2128,大兴,旧宫,清逸西园,2,1,6,1998,79,南北,简装,320.0,0
2129,大兴,旧宫,清和园,3,1,6,1995,91,南北,精装,375.0,0
2130,大兴,黄村中,新居里,2,1,6,2003,109,南北,简装,360.0,0
2131,大兴,旧宫,美利新世界,3,2,6,2004,139,南北,简装,587.0,0
2132,大兴,黄村北,保利茉莉公馆,3,2,20,2012,132,南北,简装,740.0,1
2133,大兴,枣园,康庄路52号院,2,1,22,2010,87,南,精装,348.0,1
2134,大兴,枣园,康庄路52号院,1,1,21,2010,66,东北,精装,265.0,1
2135,大兴,黄村中,新居里,2,1,6,2001,90,南北,其他,338.0,0
2136,大兴,枣园,滨河西里北区,3,1,6,1994,88,南北,精装,382.0,0
2137,大兴,黄村中,富强西里,3,1,6,1987,74,南北,其他,335.0,0
2138,大兴,高米店南,旭辉紫郡,3,1,6,2012,191,南北,毛坯,1340.0,1
2139,大兴,黄村中,星瑞家园,2,1,6,1996,76,南北,精装,338.0,0
2140,大兴,黄村中,新居里,3,1,6,2002,134,南北,简装,385.0,0
2141,大兴,天宫院,保利春天里,2,1,30,2014,84,南,精装,360.0,1
2142,大兴,枣园,红木林,2,1,21,2013,66,东南,精装,420.0,1
2143,大兴,枣园,红木林,2,1,21,2013,67,南,精装,435.0,1
2144,大兴,枣园,枣园小区,2,1,5,1995,65,南北,其他,290.0,0
2145,大兴,旧宫,朗润园二期,2,1,21,2014,87,南,精装,548.0,1
2146,大兴,黄村中,新安里,3,1,6,1996,81,南北,简装,330.0,0
2147,大兴,枣园,马赛公馆,2,2,18,2012,98,南北,简装,510.0,1
2148,大兴,西红门,金荣园,3,1,6,1996,87,南北,简装,320.0,0
2149,大兴,旧宫,美利新世界,3,2,6,2004,139,南北,简装,587.0,0
2150,大兴,旧宫,灵秀山庄,3,2,6,2002,127,南北,简装,548.0,0
2151,大兴,天宫院,云立方,3,1,21,2014,90,南北,其他,378.0,1
2152,大兴,旧宫,灵秀山庄,3,2,7,2003,142,南北,精装,550.0,0
2153,大兴,高米店南,康盛园,2,1,11,2005,85,南北,简装,380.0,1
2154,大兴,枣园,康庄路52号院,2,1,21,2010,88,南,精装,350.0,1
2155,大兴,西红门,鸿坤理想城派郡20号院,2,1,18,2009,92,西南,简装,485.0,1
2156,大兴,西红门,绿林苑,2,2,6,2001,97,南北,精装,434.0,0
2157,大兴,西红门,宏大南园,3,1,16,2006,141,南北,精装,650.0,1
2158,大兴,西红门,宏盛家园,3,2,6,2000,118,南北,简装,528.0,0
2159,大兴,黄村中,黄村西里,2,1,6,1984,55,南北,精装,260.0,0
2160,大兴,黄村中,新安里,2,2,6,2003,89,南北,精装,313.0,0
2161,大兴,和义,益丰园,3,2,16,2005,106,东北,简装,466.0,1
2162,大兴,西红门,瑞海家园五区,2,1,6,2005,93,东西,简装,368.0,0
2163,大兴,黄村火车站,车站北里,3,1,6,1995,85,南北,简装,319.0,0
2164,大兴,西红门,宏盛家园,3,2,5,2000,172,南北,精装,680.0,0
2165,大兴,黄村北,金惠园三里,3,1,6,2007,106,南北,其他,498.0,0
2166,大兴,天宫院,龙湖时代天街,3,2,26,2014,129,南北,毛坯,610.0,1
2167,大兴,旧宫,清逸西园,1,1,6,1998,51,南,简装,240.0,0
2168,大兴,黄村北,金惠园三里,1,1,7,1998,61,南北,精装,300.0,0
2169,大兴,黄村中,新居里,2,1,6,2003,82,南北,精装,285.0,0
2170,大兴,黄村火车站,锦华园,2,1,6,2004,86,南北,简装,335.0,0
2171,大兴,枣园,滨河西里,2,1,6,2001,67,南北,简装,305.0,0
2172,大兴,旧宫,清和园,1,1,6,1996,50,南北,简装,218.0,0
2173,大兴,旧宫,旧宫北里,4,2,7,2001,178,南北,简装,650.0,0
2174,大兴,黄村北,顺驰领海,3,2,20,2005,145,南北,简装,687.0,1
2175,大兴,枣园,丽园B区,2,2,11,2008,97,南北,简装,480.0,1
2176,大兴,枣园,枣园北里,3,1,6,1998,90,南北,简装,355.0,0
2177,大兴,高米店南,原生墅,3,2,5,2003,142,东西,简装,690.0,1
2178,大兴,郁花园,郁花园二里,3,2,6,2000,138,南北,精装,550.0,0
2179,大兴,黄村火车站,车站中里,2,1,6,1996,77,东西,精装,270.0,0
2180,大兴,旧宫,幻星家园,1,1,11,2002,63,南,精装,340.0,1
2181,大兴,高米店南,翡翠城五期,3,2,6,2006,148,南北,简装,760.0,0
2182,大兴,西红门,理想家园,2,1,25,2013,69,东南,简装,290.0,1
2183,大兴,旧宫,巧克力城,2,1,11,2005,97,西南,简装,468.0,1
2184,大兴,西红门,九龙家园北区,4,1,3,1999,207,南北,简装,900.0,0
2185,大兴,观音寺,观音寺北里,3,1,6,1996,84,南北,简装,308.0,0
2186,大兴,黄村中,新安里,2,1,6,1996,85,南北,简装,265.0,0
2187,大兴,枣园,首邑溪谷,2,1,16,2012,47,东西,精装,370.0,1
2188,大兴,西红门,宏福园,3,1,6,1997,95,南北,简装,395.0,0
2189,大兴,天宫院,鑫苑鑫都汇,3,2,18,2015,94,南北,简装,440.0,1
2190,大兴,旧宫,首开保利熙悦诚郡,3,1,17,2016,106,南北,毛坯,650.0,1
2191,大兴,黄村中,星瑞家园,2,1,9,2001,75,东北,其他,298.0,1
2192,大兴,西红门,宏大中园,3,2,16,2006,142,南北,精装,608.0,1
2193,大兴,黄村火车站,义和庄东里,2,1,6,1998,81,南北,其他,265.0,0
2194,大兴,黄村火车站,翰林庭院,2,2,15,2008,127,南北,简装,550.0,1
2195,大兴,黄村中,兴政家园,2,1,6,2002,97,南北,精装,455.0,0
2196,大兴,郁花园,郁花园一里,3,2,7,2000,107,南北,简装,480.0,0
2197,大兴,黄村中,新安里,3,1,6,2004,71,南北,精装,277.0,0
2198,大兴,科技园区,长丰园三区,1,1,6,2003,58,南北,简装,238.0,0
2199,大兴,西红门,瑞海家园二区,2,1,6,2004,96,南北,简装,395.0,0
2200,大兴,枣园,清源西里,2,1,6,1992,68,南北,毛坯,310.0,0
2201,大兴,天宫院,金融街融汇,2,1,26,2014,82,南北,精装,358.0,1
2202,大兴,西红门,世嘉博苑,1,1,15,2009,53,东,精装,323.0,1
2203,大兴,旧宫,美然绿色家园,3,2,6,2001,136,南北,精装,595.0,0
2204,大兴,郁花园,郁花园一里,3,2,6,2000,111,东西,简装,430.0,0
2205,大兴,观音寺,观音寺新区,2,1,12,2002,95,南北,其他,370.0,1
2206,大兴,亦庄,金色漫香林五期,2,1,8,2011,89,南北,精装,500.0,1
2207,大兴,枣园,首邑溪谷,2,1,16,2013,46,南北,精装,350.0,1
2208,大兴,枣园,首邑溪谷,2,1,16,2012,47,东西,简装,330.0,1
2209,大兴,枣园,康庄路52号院,3,1,22,2010,111,西南,精装,430.0,1
2210,大兴,观音寺,观音寺北里,3,1,6,1998,82,南北,简装,298.0,0
2211,大兴,西红门,鸿坤理想城礼域府,2,1,17,2011,103,南,简装,490.0,1
2212,大兴,高米店南,原生墅,3,1,12,2007,147,南北,精装,760.0,1
2213,大兴,枣园,康庄路52号院,2,1,22,2010,86,南,精装,315.0,1
2214,大兴,黄村火车站,兴水家园,2,1,6,2006,81,南北,精装,290.0,0
2215,大兴,黄村火车站,车站中里,3,2,6,1994,85,南北,其他,330.0,0
2216,大兴,枣园,马赛公馆,2,1,17,2012,84,南,其他,400.0,1
2217,大兴,天宫院,金融街融汇,2,1,26,2014,82,南北,精装,358.0,1
2218,大兴,枣园,滨河西里,3,1,6,1994,82,南北,精装,345.0,0
2219,大兴,枣园,滨河西里,2,1,6,1994,61,东西,简装,244.0,0
2220,大兴,黄村火车站,车站南里,2,1,6,1998,77,南北,简装,265.0,0
2221,大兴,西红门,瑞海家园一区,2,2,6,2004,95,南北,简装,410.0,0
2222,大兴,枣园,清源西里,3,1,6,1992,70,南北,简装,300.0,0
2223,大兴,郁花园,郁花园一里,3,3,7,1996,136,南北,精装,495.0,0
2224,大兴,西红门,金华园,4,2,3,2001,232,南北,简装,880.0,0
2225,大兴,旧宫,宣颐家园,2,1,5,2003,34,西,其他,243.0,0
2226,大兴,黄村中,时代龙和,3,2,15,2007,136,南北,其他,620.0,1
2227,大兴,西红门,月桂庄园,3,2,5,2002,146,南北,精装,657.9,0
2228,大兴,西红门,理想家园,2,1,17,2013,70,西南,精装,260.0,1
2229,大兴,西红门,鸿坤理想城礼域府,1,1,20,2010,66,东南,精装,395.0,1
2230,大兴,黄村火车站,兴水家园,2,1,6,2006,81,南北,简装,320.0,0
2231,大兴,西红门,宏大北园,2,1,16,2008,104,南北,简装,430.0,1
2232,大兴,旧宫,亦庄北岸,2,1,11,2008,87,西南,精装,420.0,1
2233,大兴,郁花园,郁花园一里,2,2,7,1996,83,南北,简装,400.0,0
2234,大兴,观音寺,双河南里,2,2,6,1999,83,南北,精装,300.0,0
2235,大兴,枣园,兴华园,3,1,9,2002,92,南北,精装,410.0,0
2236,大兴,枣园,枣园小区,3,2,6,1994,115,南北,精装,500.0,0
2237,大兴,西红门,兴都苑,3,1,9,2002,118,南北,精装,498.0,0
2238,大兴,西红门,九龙家园北区,5,2,4,1999,214,南北,精装,790.0,0
2239,大兴,科技园区,长丰园三区,2,2,6,2003,96,南北,简装,330.0,0
2240,大兴,旧宫,清欣园,2,1,6,1995,71,南北,简装,275.0,0
2241,大兴,旧宫,宣颐家园,3,2,14,2001,131,南北,精装,610.0,1
2242,大兴,大兴其它,金第万科金域东郡,3,1,9,2015,91,南北,精装,560.0,1
2243,大兴,旧宫,清欣园甲区,2,1,6,2001,79,南北,精装,360.0,0
2244,大兴,观音寺,观音寺小区,2,1,6,1994,68,南北,简装,245.0,0
2245,大兴,枣园,枣园小区,2,1,5,1994,69,南北,精装,320.0,0
2246,大兴,黄村火车站,漪景园,2,2,6,2002,79,南北,简装,300.0,0
2247,大兴,旧宫,美利新世界,2,2,6,2004,102,东西,精装,435.0,0
2248,大兴,旧宫,清和园,2,1,6,1997,80,南北,简装,345.0,0
2249,大兴,枣园,滨河西里,2,1,6,1994,83,南北,简装,326.0,0
2250,大兴,大兴开发区,泰中花园,2,1,18,2006,108,东西北,精装,365.0,1
2251,大兴,观音寺,观音寺南里,2,1,6,2000,98,南北,精装,370.0,0
2252,大兴,大兴其它,福苑小区,2,1,6,1999,82,南北,简装,275.0,0
2253,大兴,黄村火车站,艺苑桐城,2,1,16,2010,92,南北,简装,425.0,1
2254,大兴,高米店南,新里.西斯莱公馆,2,1,18,2010,81,东西,精装,440.0,1
2255,大兴,旧宫,清和园甲区,3,2,6,2001,119,南北,简装,468.0,0
2256,大兴,西红门,鸿坤理想城礼域府,1,0,17,2011,51,南,简装,308.0,1
2257,大兴,高米店南,新里.西斯莱公馆,3,1,18,2010,89,南北,精装,520.0,1
2258,大兴,西红门,九龙家园北区,2,1,6,1999,95,南北,简装,420.0,0
2259,大兴,枣园,首邑溪谷,2,1,16,2012,42,东西,精装,350.0,1
2260,大兴,西红门,宏大北园,2,1,16,2008,93,南,简装,410.0,1
2261,大兴,黄村北,顺驰领海,3,2,15,2005,107,南北,精装,620.0,1
2262,大兴,科技园区,长丰园一区,3,1,6,2000,96,南北,简装,315.0,0
2263,大兴,高米店南,金地仰山,2,1,18,2012,88,南北,精装,490.0,1
2264,大兴,旧宫,清欣园,2,1,6,1995,71,南北,简装,290.0,0
2265,大兴,天宫院,金融街融汇,2,1,26,2014,77,南,精装,328.0,1
2266,大兴,大兴其它,富力丹麦小镇,5,2,4,2012,182,南北,精装,690.0,1
2267,大兴,枣园,丽园C区,2,1,6,2008,73,南北,精装,337.0,0
2268,大兴,郁花园,双高花园,3,2,6,2004,125,南北,精装,560.0,0
2269,大兴,枣园,滨河东里,2,1,6,1999,65,南北,精装,275.0,0
2270,大兴,枣园,中建国际港,2,1,33,2015,87,南,简装,428.0,1
2271,大兴,旧宫,清和园,2,1,6,1998,71,南北,简装,310.0,0
2272,大兴,黄村北,金惠园三里,3,1,7,1998,80,南北,简装,363.0,0
2273,大兴,枣园,首邑溪谷,2,1,12,2013,40,南北,简装,350.0,1
2274,大兴,旧宫,清乐园,2,1,6,1995,58,南北,精装,300.0,0
2275,大兴,旧宫,清逸园甲区,2,1,6,1999,90,南北,简装,350.0,0
2276,大兴,西红门,宏大北园,3,1,9,2006,87,东,简装,395.0,1
2277,大兴,大兴其它,兴海园,3,1,6,1997,90,南北,其他,335.0,0
2278,大兴,枣园,首邑溪谷,2,1,16,2012,46,东西,精装,350.0,1
2279,大兴,黄村北,保利茉莉公馆,3,2,27,2010,131,南北,毛坯,748.5,1
2280,大兴,郁花园,郁花园三里,2,1,18,2007,83,南北,毛坯,410.0,1
2281,大兴,旧宫,富力盛悦居,3,1,18,2013,87,南,其他,580.0,1
2282,大兴,枣园,兴城丽源,2,2,12,2009,84,南北,简装,370.0,1
2283,大兴,黄村北,保利茉莉公馆,2,1,27,2010,84,南,精装,483.0,1
2284,大兴,大兴其它,德茂小区,2,1,6,2000,88,南北,简装,370.0,0
2285,大兴,天宫院,金融街融汇,2,1,26,2014,77,南,精装,320.0,1
2286,大兴,枣园,彩虹新城,2,1,16,2007,80,南北,精装,430.0,1
2287,大兴,旧宫,宣颐家园,3,1,14,2001,131,南北,其他,550.0,1
2288,大兴,黄村中,富强东里,2,1,5,1988,54,南北,简装,230.0,0
2289,大兴,黄村中,星瑞家园,1,1,6,1999,70,南北,精装,297.0,0
2290,大兴,黄村北,金惠园三里,3,1,6,2007,106,东南,简装,500.0,0
2291,大兴,黄村中,黄村西里,3,1,5,1977,58,南北,毛坯,225.0,0
2292,大兴,枣园,那尔水晶城,1,1,16,2005,64,南,简装,325.0,1
2293,大兴,高米店南,金地仰山,4,2,18,2012,138,南北,精装,750.0,1
2294,大兴,枣园,彩虹新城,2,1,16,2007,82,东南,精装,423.0,1
2295,大兴,枣园,滨河东里,1,1,6,1998,51,南北,简装,230.0,0
2296,大兴,大兴其它,兴海园,3,1,6,1995,90,南北,精装,340.0,0
2297,大兴,西红门,瑞海家园五区,2,1,6,2005,93,南北,简装,368.0,0
2298,大兴,黄村北,金惠园三里,3,2,6,2007,108,南北,简装,489.0,0
2299,大兴,枣园,滨河西里,2,1,6,1993,59,南北,简装,256.0,0
2300,大兴,郁花园,郁花园二里,2,1,6,1998,68,东南北,简装,328.0,0
2301,大兴,旧宫,育龙家园,2,2,6,2001,96,南北,精装,550.0,0
2302,大兴,黄村中,黄村西里,2,1,6,1982,51,南北,精装,239.0,0
2303,大兴,旧宫,亦庄北岸,2,1,15,2008,63,西北,精装,300.0,1
2304,大兴,旧宫,亦庄北岸,2,1,15,2008,86,南,精装,420.0,1
2305,大兴,枣园,康泰园,2,1,18,2011,80,南北,简装,350.0,1
2306,大兴,西红门,鸿坤理想城大满贯,1,1,17,2010,66,西,简装,308.0,1
2307,大兴,枣园,枣园小区,2,1,5,1996,72,南北,简装,310.0,0
2308,大兴,西红门,瑞海家园二区,3,2,6,2004,123,南北,精装,520.0,0
2309,大兴,科技园区,长丰园三区,3,2,6,2003,126,南北,简装,390.0,0
2310,大兴,黄村北,保利茉莉公馆,3,2,27,2010,131,南北,精装,746.0,1
2311,大兴,枣园,彩虹新城,1,1,17,2007,66,西北,其他,328.0,1
2312,大兴,黄村中,时代龙和,2,1,13,2007,107,南北,精装,450.0,1
2313,大兴,枣园,滨河西里北区,3,1,6,1994,91,东西,精装,359.0,0
2314,大兴,旧宫,巧克力城,2,2,4,2004,93,南北,简装,450.0,0
2315,大兴,黄村中,时代龙和,2,1,15,2007,100,南北,精装,465.0,1
2316,大兴,黄村火车站,长兴公寓,1,1,26,1996,66,南,简装,245.0,1
2317,大兴,枣园,滨河东里,3,1,6,1985,71,南北,简装,260.0,0
2318,大兴,黄村北,顺驰领海,4,2,15,2007,189,南北,精装,920.0,1
2319,大兴,黄村火车站,车站北里,2,1,6,1987,54,东南,简装,230.0,0
2320,大兴,枣园,枣园小区,2,1,5,1995,63,东,精装,270.0,0
2321,大兴,枣园,滨河西里北区,3,1,7,1996,94,南北,精装,355.0,0
2322,昌平,南口,供电局家属楼,3,2,6,1995,67,东西,其他,200.0,0
2323,昌平,回龙观,首开国风美唐综合楼,1,0,17,2014,76,东南,精装,255.0,1
2324,昌平,回龙观,园墅,6,3,3,2008,357,南西北,精装,2199.0,1
2325,昌平,天通苑,天通西苑三区,2,1,13,2003,123,东西,其他,430.0,1
2326,昌平,南口,南农家园,2,2,6,2001,90,南北,其他,210.0,0
2327,昌平,天通苑,天通苑中苑,4,1,11,2016,147,东西,简装,620.0,1
2328,昌平,鼓楼大街,北环里小区,1,1,5,2003,42,西,其他,200.0,0
2329,昌平,鼓楼大街,新悦家园,2,2,26,2003,94,西南,简装,365.0,1
2330,昌平,小汤山,纳帕溪谷,4,4,1,2007,241,南,其他,1680.0,0
2331,昌平,小汤山,保利垄上九区,5,3,2,2011,536,南北,其他,2200.0,1
2332,昌平,南口,南农家园,3,2,5,1990,92,南北,精装,255.0,0
2333,昌平,北七家,八仙别墅仙霞西里,6,3,2,2001,230,南北,简装,1350.0,0
2334,昌平,回龙观,京投银泰公园悦府,3,1,22,2015,93,南北,简装,560.0,1
2335,昌平,回龙观,首开国风美唐二期,3,1,18,2014,97,东南北,其他,568.0,1
2336,昌平,北七家,温泉花园B区,2,1,6,1998,80,南北,其他,286.0,0
2337,昌平,南邵,龙山华府,2,2,21,2011,86,南,精装,370.0,1
2338,昌平,昌平其它,TBD云集中心,3,2,16,2015,145,南北,精装,666.0,1
2339,昌平,昌平其它,TBD云集中心,2,2,16,2015,83,南,精装,420.0,1
2340,昌平,立水桥,东辰小区,3,2,6,1998,78,南西北,简装,378.0,0
2341,昌平,南口,南农家园,2,1,5,1990,54,西南,其他,170.0,0
2342,昌平,鼓楼大街,天泽苑小区,3,2,14,2008,148,南北,精装,510.0,1
2343,昌平,北七家,温泉花园B区,2,1,6,1999,86,南北,简装,325.0,0
2344,昌平,回龙观,首开国风美唐综合楼,1,0,17,2014,59,东南南,简装,200.0,1
2345,昌平,回龙观,首开国风美唐综合楼,2,0,17,2014,77,东北,精装,267.0,1
2346,昌平,回龙观,首开智慧社,3,0,19,2011,103,西南,简装,330.0,1
2347,昌平,西关环岛,瑞明路,2,1,6,2001,89,南北,简装,260.0,0
2348,昌平,昌平其它,毛条小区,2,1,5,1986,56,南北,其他,245.0,0
2349,昌平,北七家,东二旗新村,2,1,9,2012,85,南,简装,359.0,1
2350,昌平,东关,果岭小镇,2,2,5,2005,103,南北,其他,435.0,0
2351,昌平,小汤山,绿地中央广场,3,2,11,2016,96,南北,精装,520.0,1
2352,昌平,鼓楼大街,环保局宿舍楼,3,1,5,1988,82,南北,简装,295.0,0
2353,昌平,立水桥,嘉诚花园二期,3,1,7,2003,121,南北,精装,568.0,0
2354,昌平,北七家,东二旗新村,1,1,15,2012,65,南,简装,280.0,1
2355,昌平,昌平其它,TBD云集中心,3,2,16,2015,146,南北,简装,560.0,1
2356,昌平,天通苑,天通苑中苑,3,1,12,2008,131,南北,简装,520.0,1
2357,昌平,回龙观,京投银泰公园悦府,3,2,11,2014,112,南北,精装,699.0,1
2358,昌平,小汤山,绿地中央广场,3,2,11,2016,98,东南北,精装,530.0,1
2359,昌平,回龙观,龙锦苑一区,3,2,6,2005,117,南北,精装,480.0,0
2360,昌平,昌平其它,北京湾,5,2,2,2013,373,南北,其他,1000.0,1
2361,昌平,立水桥,北方明珠,1,0,30,2004,55,东,其他,238.0,1
2362,昌平,天通苑,天通苑东一区,3,2,6,2001,146,东南,简装,405.0,0
2363,昌平,回龙观,京投银泰公园悦府,2,1,11,2014,91,南北,精装,546.0,1
2364,昌平,小汤山,纳帕澜郡,2,2,13,2012,122,南北,精装,460.0,1
2365,昌平,回龙观,领秀慧谷D区,3,2,13,2016,139,南北,其他,790.0,1
2366,昌平,鼓楼大街,南环里,2,2,5,2001,106,南北,精装,400.0,0
2367,昌平,南口,南厂住宅西区,2,1,6,1990,54,南北,其他,170.0,0
2368,昌平,鼓楼大街,和平家园小区,1,1,12,2005,74,南北,简装,275.0,1
2369,昌平,北七家,渡上一期,5,2,2,2004,449,南北,其他,1780.0,0
2370,昌平,立水桥,北方明珠,1,0,19,2004,54,东,简装,265.0,1
2371,昌平,回龙观,京投银泰公园悦府,3,1,22,2015,82,南,其他,475.0,1
2372,昌平,西关环岛,城角西路,2,1,6,1995,51,南,精装,216.0,0
2373,昌平,天通苑,天通西苑三区,3,2,12,2003,167,南北,精装,550.0,1
2374,昌平,沙河,中海尚湖世家,4,2,3,2012,354,南北,毛坯,1500.0,1
2375,昌平,回龙观,园墅,6,2,2,2008,354,南北,精装,1790.0,1
2376,昌平,沙河,北街家园八区,5,1,18,2010,89,南北,简装,430.0,1
2377,昌平,天通苑,天通苑北二区,3,1,5,2005,130,南北,精装,520.0,0
2378,昌平,东关,果岭小镇,3,2,5,2005,127,南北,简装,545.0,0
2379,昌平,小汤山,金科天玺,3,2,4,2016,194,南北,毛坯,1250.0,1
2380,昌平,立水桥,溪城家园,2,1,15,2010,82,南西北,简装,400.0,1
2381,昌平,小汤山,金科天玺,4,2,4,2016,213,南北,毛坯,1451.0,1
2382,昌平,昌平其它,碧春园,4,2,6,2007,163,南北,精装,499.0,0
2383,昌平,东关,富泉花园,5,3,3,2000,311,南北,精装,980.0,0
2384,昌平,南口,南厂东区,3,1,6,1980,71,南北,其他,208.0,0
2385,昌平,鼓楼大街,北环里小区,2,1,6,2000,108,南北,简装,330.0,0
2386,昌平,昌平其它,沙河一通,2,1,5,1979,52,南北,其他,225.0,0
2387,昌平,回龙观,东亚上北中心,3,0,21,2009,83,东南,精装,290.0,1
2388,昌平,回龙观,首开国风美唐三期,3,1,21,2016,89,南北,其他,530.0,1
2389,昌平,昌平其它,TBD云集中心,2,1,17,2015,83,南,简装,380.0,1
2390,昌平,北七家,温泉花园B区,3,2,6,1997,131,南北,精装,390.0,0
2391,昌平,小汤山,保利垄上六区,4,2,2,2008,404,东南西北,精装,1700.0,1
2392,昌平,西关环岛,二建宿舍,1,1,6,1993,52,南,简装,210.0,0
2393,昌平,南口,东升街甲49号,2,1,6,1981,62,南北,其他,200.0,0
2394,昌平,鼓楼大街,市政宿舍楼,2,1,6,1988,53,南北,其他,237.0,0
2395,昌平,回龙观,领秀慧谷D区,2,1,13,2016,69,南,简装,392.0,1
2396,昌平,东关,果岭小镇,3,2,5,2005,127,南北,简装,545.0,0
2397,昌平,立水桥,佳运园二期,2,1,6,2005,88,南北,其他,440.0,0
2398,昌平,昌平其它,TBD云集中心,2,1,11,2015,89,南北,毛坯,425.0,1
2399,昌平,鼓楼大街,昌平医院家属院,2,1,6,1990,68,南北,精装,270.0,0
2400,昌平,东关,富康路甲18号,6,2,5,2001,338,东西,简装,880.0,0
2401,昌平,南口,新西广街,2,1,6,2001,53,南,精装,166.0,0
2402,昌平,回龙观,龙兴园北区,2,2,6,2000,85,南北,精装,440.0,0
2403,昌平,天通苑,天通苑北三区,2,1,7,2005,84,东北,精装,370.0,0
2404,昌平,南口,玉龙嘉苑,2,1,6,2008,97,南北,其他,275.0,0
2405,昌平,南邵,龙山华府,3,1,21,2010,122,南,其他,460.0,1
2406,昌平,沙河,碧水庄园,5,3,2,2005,571,南北,精装,4600.0,0
2407,昌平,鼓楼大街,天泽苑小区,5,3,6,2004,200,南西北,精装,560.0,0
2408,昌平,沙河,顺驰林溪二期,4,2,2,2006,336,南北,精装,1360.0,1
2409,昌平,北七家,温泉花园B区,3,2,6,1997,131,南北,精装,390.0,0
2410,昌平,小汤山,橘郡7区,5,3,2,2008,362,东南西北,毛坯,1630.0,1
2411,昌平,回龙观,矩阵二期,1,0,11,2004,34,西北,简装,255.0,1
2412,昌平,沙河,中海尚湖世家,5,3,3,2012,345,南北,精装,1580.0,1
2413,昌平,南口,南厂住宅西区,2,1,4,1990,55,南北,其他,183.0,0
2414,昌平,鼓楼大街,金隅万科城,1,1,28,2009,48,西,精装,268.0,1
2415,昌平,西关环岛,林场宿舍,1,1,5,2001,38,南,简装,185.0,0
2416,昌平,昌平其它,碧春园,2,1,6,2006,87,南北,精装,320.0,0
