,Price
6050,436.0
6051,3100.0
6052,700.0
6053,350.0
6054,640.0
6055,1600.0
6056,1860.0
6057,2100.0
6058,1150.0
6059,598.0
6060,1000.0
6061,790.0
6062,423.0
6063,680.0
6064,1100.0
6065,770.0
6066,550.0
6067,450.0
6068,390.0
6069,425.0
6070,475.0
6071,289.0
6072,470.0
6073,2599.0
6074,470.0
6075,370.0
6076,330.0
6077,389.0
6078,700.0
6079,450.0
6080,433.0
6081,360.0
6082,712.0
6083,2280.0
6084,750.0
6085,505.0
6086,255.0
6087,565.0
6088,330.0
6089,389.0
6090,370.0
6091,495.0
6092,590.0
6093,420.0
6094,430.0
6095,425.0
6096,730.0
6097,527.0
6098,295.0
6099,440.0
6100,335.0
6101,335.0
6102,365.0
6103,1600.0
6104,235.0
6105,290.0
6106,450.0
6107,415.0
6108,1050.0
6109,620.0
6110,342.0
6111,415.0
6112,438.0
6113,1960.0
6114,510.0
6115,670.0
6116,590.0
6117,1310.0
6118,723.0
6119,390.0
6120,450.0
6121,1400.0
6122,525.0
6123,525.0
6124,540.0
6125,472.0
6126,1313.0
6127,665.0
6128,2349.0
6129,515.0
6130,450.0
6131,950.0
6132,1313.0
6133,665.0
6134,472.0
6135,950.0
6136,299.0
6137,480.0
6138,430.0
6139,972.0
6140,360.0
6141,660.0
6142,540.0
6143,520.0
6144,560.0
6145,1290.0
6146,1400.0
6147,1850.0
6148,749.0
6149,1510.0
6150,418.0
6151,710.0
6152,385.0
6153,486.0
6154,1600.0
6155,580.0
6156,960.0
6157,638.0
6158,660.0
6159,630.0
6160,365.0
6161,390.0
6162,520.0
6163,540.0
6164,575.0
6165,450.0
6166,893.0
6167,330.0
6168,418.0
6169,390.0
6170,260.0
6171,496.0
6172,780.0
6173,1450.0
6174,400.0
6175,399.0
6176,540.0
6177,808.0
6178,368.0
6179,530.0
6180,1200.0
6181,463.0
6182,340.0
6183,650.0
6184,520.0
6185,510.0
6186,955.0
6187,670.0
6188,698.0
6189,435.0
6190,660.0
6191,340.0
6192,560.0
6193,288.0
6194,450.0
6195,850.0
6196,1020.0
6197,260.0
6198,496.0
6199,570.0
6200,500.0
6201,630.0
6202,300.0
6203,340.0
6204,570.0
6205,338.0
6206,435.0
6207,445.0
6208,1300.0
6209,1050.0
6210,308.0
6211,360.0
6212,930.0
6213,580.0
6214,1200.0
6215,840.0
6216,809.0
6217,490.0
6218,627.0
6219,400.0
6220,1160.0
6221,1400.0
6222,420.0
6223,880.0
6224,630.0
6225,530.0
6226,799.0
6227,960.0
6228,620.0
6229,1899.0
6230,980.0
6231,780.0
6232,790.0
6233,400.0
6234,700.0
6235,480.0
6236,790.0
6237,435.0
6238,1006.0
6239,455.0
6240,460.0
6241,220.0
6242,1599.0
6243,499.0
6244,820.0
6245,500.0
6246,515.0
6247,410.0
6248,888.0
6249,346.0
6250,630.0
6251,1100.0
6252,1100.0
6253,430.0
6254,280.0
6255,1250.0
6256,364.0
6257,1600.0
6258,460.0
6259,1020.0
6260,325.0
6261,715.0
6262,960.0
6263,370.0
6264,1350.0
6265,325.0
6266,480.0
6267,380.0
6268,390.0
6269,660.0
6270,735.0
6271,345.0
6272,960.0
6273,485.0
6274,440.0
6275,280.0
6276,320.0
6277,1700.0
6278,293.0
6279,368.0
6280,350.0
6281,350.0
6282,350.0
6283,480.0
6284,415.0
6285,410.0
6286,245.0
6287,261.0
6288,599.0
6289,260.0
6290,1000.0
6291,666.0
6292,520.0
6293,305.0
6294,455.0
6295,2999.0
6296,642.0
6297,1300.0
6298,1080.0
6299,355.0
6300,890.0
6301,575.0
6302,666.0
6303,520.0
6304,530.0
6305,910.0
6306,380.0
6307,380.0
6308,750.0
6309,910.0
6310,637.0
6311,1199.0
6312,526.0
6313,530.0
6314,550.0
6315,650.0
6316,460.0
6317,860.0
6318,720.0
6319,648.0
6320,730.0
6321,422.0
6322,360.0
6323,550.0
6324,650.0
6325,680.0
6326,510.0
6327,950.0
6328,450.0
6329,380.0
6330,780.0
6331,505.0
6332,2300.0
6333,508.0
6334,420.0
6335,980.0
6336,459.0
6337,560.0
6338,750.0
6339,530.0
6340,530.0
6341,786.0
6342,980.0
6343,820.0
6344,680.0
6345,510.0
6346,950.0
6347,780.0
6348,450.0
6349,380.0
6350,1050.0
6351,700.0
6352,485.0
6353,510.0
6354,1060.0
6355,487.0
6356,488.0
6357,510.0
6358,630.0
6359,960.0
6360,880.0
6361,455.0
6362,730.0
6363,822.0
6364,580.0
6365,253.0
6366,365.0
6367,499.0
6368,980.0
6369,750.0
6370,459.0
6371,370.0
6372,452.0
6373,420.0
6374,1500.0
6375,910.0
6376,380.0
6377,347.0
6378,555.0
6379,785.0
6380,499.0
6381,310.0
6382,570.0
6383,760.0
6384,590.0
6385,300.0
6386,650.0
6387,1030.0
6388,440.0
6389,1000.0
6390,520.0
6391,380.0
6392,482.0
6393,368.0
6394,350.0
6395,1800.0
6396,1150.0
6397,285.0
6398,638.0
6399,1398.0
6400,1060.0
6401,1750.0
6402,2528.0
6403,452.0
6404,460.0
6405,245.0
6406,230.0
6407,1270.0
6408,1100.0
6409,419.0
6410,355.0
6411,999.0
6412,600.0
6413,675.0
6414,425.0
6415,398.0
6416,590.0
6417,570.0
6418,1500.0
6419,265.0
6420,550.0
6421,920.0
6422,528.0
6423,285.0
6424,560.0
6425,630.0
6426,650.0
6427,525.0
6428,960.0
6429,265.0
6430,530.0
6431,885.0
6432,620.0
6433,660.0
6434,1120.0
6435,950.0
6436,295.0
6437,570.0
6438,760.0
6439,795.0
6440,365.0
6441,920.0
6442,1480.0
6443,980.0
6444,665.0
6445,1700.0
6446,450.0
6447,660.0
6448,399.0
6449,595.0
6450,698.0
6451,1200.0
6452,370.0
6453,500.0
6454,730.0
6455,325.0
6456,1233.0
6457,700.0
6458,440.0
6459,460.0
6460,540.0
6461,512.0
6462,740.0
6463,840.0
6464,888.0
6465,1800.0
6466,590.0
6467,540.0
6468,460.0
6469,827.0
6470,498.0
6471,1700.0
6472,725.0
6473,650.0
6474,730.0
6475,528.0
6476,1350.0
6477,404.0
6478,425.0
6479,775.0
6480,1200.0
6481,263.0
6482,988.0
6483,460.0
6484,360.0
6485,900.0
6486,635.0
6487,690.0
6488,772.0
6489,395.0
6490,430.0
6491,600.0
6492,380.0
6493,620.0
6494,517.0
6495,1680.0
6496,1600.0
6497,850.0
6498,430.0
6499,600.0
6500,442.0
6501,1030.0
6502,775.0
6503,465.0
6504,800.0
6505,530.0
6506,450.0
6507,700.0
6508,580.0
6509,610.0
6510,365.0
6511,900.0
6512,450.0
6513,735.0
6514,750.0
6515,810.0
6516,380.0
6517,248.0
6518,950.0
6519,1960.0
6520,358.0
6521,410.0
6522,710.0
6523,585.0
6524,998.0
6525,388.0
6526,400.0
6527,1060.0
6528,410.0
6529,1230.0
6530,442.0
6531,590.0
6532,290.0
6533,495.0
6534,249.0
6535,260.0
6536,599.0
6537,553.0
6538,430.0
6539,353.0
6540,568.0
6541,600.0
6542,650.0
6543,846.0
6544,1100.0
6545,480.0
6546,840.0
6547,780.0
6548,400.0
6549,310.0
6550,475.0
6551,960.0
6552,490.0
6553,450.0
6554,530.0
6555,840.0
6556,680.0
6557,1250.0
6558,1100.0
6559,426.0
6560,610.0
6561,350.0
6562,400.0
6563,900.0
6564,523.0
6565,943.0
6566,448.0
6567,210.0
6568,1530.0
6569,500.0
6570,725.0
6571,347.0
6572,880.0
6573,1000.0
6574,690.0
6575,550.0
6576,759.0
6577,710.0
6578,335.0
6579,840.0
6580,378.0
6581,850.0
6582,405.0
6583,1100.0
6584,720.0
6585,780.0
6586,630.0
6587,720.0
6588,545.0
6589,320.0
6590,670.0
6591,550.0
6592,759.0
6593,315.0
6594,1070.0
6595,588.0
6596,349.0
6597,540.0
6598,520.0
6599,312.0
6600,470.0
6601,320.0
6602,455.0
6603,569.0
6604,465.0
6605,570.0
6606,310.0
6607,270.0
6608,437.0
6609,388.0
6610,415.0
6611,750.0
6612,2700.0
6613,650.0
6614,830.0
6615,437.0
6616,550.0
6617,2100.0
6618,520.0
6619,546.0
6620,450.0
6621,585.0
6622,850.0
6623,465.0
6624,388.0
6625,2250.0
6626,580.0
6627,1099.0
6628,980.0
6629,1180.0
6630,1850.0
6631,750.0
6632,700.0
6633,1150.0
6634,457.0
6635,1120.0
6636,850.0
6637,870.0
6638,530.0
6639,440.0
6640,790.0
6641,900.0
6642,1815.0
6643,920.0
6644,450.0
6645,638.0
6646,380.0
6647,1050.0
6648,355.0
6649,915.0
6650,630.0
6651,435.0
6652,882.0
6653,264.0
6654,870.0
6655,440.0
6656,634.9
6657,440.0
6658,504.0
6659,550.0
6660,750.0
6661,850.0
6662,349.0
6663,810.0
6664,535.0
6665,360.0
6666,320.0
6667,1050.0
6668,475.0
6669,475.0
6670,998.0
6671,880.0
6672,255.0
6673,278.0
6674,1780.0
6675,880.0
6676,660.0
6677,820.0
6678,355.0
6679,330.0
6680,630.0
6681,598.0
6682,540.0
6683,375.0
6684,500.0
6685,470.0
6686,1380.0
6687,369.0
6688,1640.0
6689,430.0
6690,680.0
6691,1480.0
6692,675.0
6693,375.0
6694,598.0
6695,540.0
6696,1350.0
6697,520.0
6698,815.0
6699,510.0
6700,220.0
6701,370.0
6702,610.0
6703,920.0
6704,279.9
6705,1299.0
6706,380.0
6707,597.0
6708,529.0
6709,500.0
6710,850.0
6711,510.0
6712,838.0
6713,500.0
6714,525.0
6715,420.0
6716,1480.0
6717,853.0
6718,1288.0
6719,780.0
6720,520.0
6721,510.0
6722,838.0
6723,525.0
6724,500.0
6725,850.0
6726,1250.0
6727,860.0
6728,570.0
6729,730.0
6730,660.0
6731,437.5
6732,529.0
6733,408.0
6734,1288.0
6735,780.0
6736,1286.0
6737,570.0
6738,730.0
6739,445.0
6740,410.0
6741,1292.0
6742,415.0
6743,438.9
6744,460.0
6745,420.0
6746,610.0
6747,425.0
6748,645.0
6749,760.0
6750,2100.0
6751,750.0
6752,415.0
6753,839.0
6754,630.0
6755,489.0
6756,209.0
6757,1420.0
6758,680.0
6759,880.0
6760,478.0
6761,268.0
6762,490.0
6763,390.0
6764,750.0
6765,530.0
6766,430.0
6767,299.0
6768,369.0
6769,860.0
6770,1880.0
6771,445.0
6772,385.0
6773,410.0
6774,680.0
6775,538.0
6776,1580.0
6777,470.0
6778,405.0
6779,595.0
6780,529.0
6781,620.0
6782,800.0
6783,588.0
6784,358.0
6785,1280.0
6786,518.0
6787,390.0
6788,430.0
6789,494.0
6790,500.0
6791,326.0
6792,810.0
6793,252.0
6794,495.0
6795,292.0
6796,490.0
6797,1100.0
6798,509.0
6799,680.0
6800,960.0
6801,360.0
6802,470.0
6803,730.0
6804,480.0
6805,850.0
6806,390.0
6807,1280.0
6808,518.0
6809,517.0
6810,1380.0
6811,800.0
6812,1000.0
6813,556.0
6814,375.0
6815,640.0
6816,1050.0
6817,1304.0
6818,1100.0
6819,340.0
6820,505.0
6821,600.0
6822,465.0
6823,280.0
6824,720.0
6825,840.0
6826,738.0
6827,760.0
6828,724.1
6829,310.0
6830,480.0
6831,1700.0
6832,340.0
6833,600.0
6834,375.0
6835,640.0
6836,350.0
6837,280.0
6838,369.0
6839,625.0
6840,580.0
6841,790.0
6842,285.0
6843,395.0
6844,365.0
6845,1250.0
6846,830.0
6847,550.0
6848,1900.0
6849,470.0
6850,738.0
6851,430.0
6852,365.0
6853,760.0
6854,269.0
6855,333.0
6856,539.0
6857,1700.0
6858,1180.0
6859,980.0
6860,1000.0
6861,350.0
6862,800.0
6863,2850.0
6864,507.0
6865,710.0
6866,720.0
6867,382.0
6868,285.0
6869,1128.0
6870,403.0
6871,290.0
6872,450.0
6873,375.0
6874,620.0
6875,580.0
6876,400.0
6877,741.0
6878,500.0
6879,2980.0
6880,969.0
6881,836.0
6882,968.0
6883,450.0
6884,660.0
6885,1200.0
6886,460.0
6887,390.0
6888,420.0
6889,750.0
6890,1584.0
6891,525.0
6892,411.6
6893,900.0
6894,425.0
6895,1350.0
6896,1650.0
6897,410.0
6898,950.0
6899,820.0
6900,780.0
6901,1000.0
6902,310.0
6903,530.0
6904,720.0
6905,750.0
6906,560.0
6907,388.0
6908,560.0
6909,268.0
6910,538.0
6911,620.0
6912,600.0
6913,390.0
6914,290.0
6915,438.0
6916,478.0
6917,280.0
6918,405.0
6919,438.0
6920,309.0
6921,1390.0
6922,440.0
6923,1050.0
6924,740.0
6925,620.0
6926,650.0
6927,1000.0
6928,600.0
6929,835.0
6930,629.0
6931,750.0
6932,1250.0
6933,1000.0
6934,1500.0
6935,1080.0
6936,560.0
6937,1950.0
6938,596.0
6939,1570.0
6940,360.0
6941,846.0
6942,461.0
6943,678.0
6944,855.0
6945,495.0
6946,330.0
6947,1180.0
6948,900.0
6949,520.0
6950,645.0
6951,345.0
6952,320.0
6953,1400.0
6954,1499.0
6955,310.0
6956,620.0
6957,640.0
6958,445.0
6959,1820.0
6960,440.0
6961,1450.0
6962,645.0
6963,390.0
6964,452.0
6965,543.0
6966,380.0
6967,405.0
6968,495.0
6969,658.0
6970,1428.0
6971,529.0
6972,380.0
6973,880.0
6974,480.0
6975,820.0
6976,362.0
6977,360.0
6978,730.0
6979,708.0
6980,650.0
6981,600.0
6982,555.0
6983,415.0
6984,700.0
6985,465.0
6986,810.0
6987,858.0
6988,228.0
6989,830.0
6990,1190.0
6991,372.0
6992,520.0
6993,570.0
6994,1448.0
6995,735.0
6996,350.0
6997,399.0
6998,448.0
6999,340.0
7000,415.0
7001,865.0
7002,800.0
7003,1050.0
7004,1350.0
7005,390.0
7006,355.0
7007,645.0
7008,525.0
7009,740.0
7010,386.0
7011,378.0
7012,400.0
7013,1020.0
7014,760.0
7015,415.0
7016,330.0
7017,415.5
7018,425.0
7019,747.0
7020,225.0
7021,1800.0
7022,580.0
7023,700.0
7024,670.0
7025,435.0
7026,815.0
7027,538.0
7028,630.0
7029,880.0
7030,1187.0
7031,510.0
7032,520.0
7033,425.0
7034,1430.0
7035,435.0
7036,680.0
7037,350.0
7038,398.0
7039,298.0
7040,408.0
7041,370.0
7042,470.0
7043,1450.0
7044,389.0
7045,270.0
7046,365.0
7047,330.0
7048,448.0
7049,815.0
7050,1150.0
7051,2000.0
7052,616.0
7053,918.0
7054,785.0
7055,1050.0
7056,430.0
7057,428.0
7058,435.0
7059,768.0
7060,595.0
7061,765.0
7062,700.0
7063,620.0
7064,700.0
7065,2200.0
7066,270.0
7067,385.0
7068,415.0
7069,1599.0
7070,450.0
7071,978.0
7072,580.0
7073,470.0
7074,480.0
7075,550.0
7076,335.0
7077,435.0
7078,860.0
7079,370.0
7080,660.0
7081,1050.0
7082,320.0
7083,813.0
7084,420.0
7085,485.0
7086,590.0
7087,1600.0
7088,750.0
7089,980.0
7090,293.0
7091,350.0
7092,699.0
7093,375.0
7094,2750.0
7095,1400.0
7096,900.0
7097,918.0
7098,785.0
7099,616.0
7100,1050.0
7101,1500.0
7102,499.0
7103,980.0
7104,665.0
7105,1850.0
7106,380.0
7107,2330.0
7108,1300.0
7109,1027.0
7110,710.0
7111,468.0
7112,1260.0
7113,1120.0
7114,770.0
7115,346.0
7116,865.0
7117,632.0
7118,1100.0
7119,520.0
7120,1045.0
7121,1280.0
7122,445.0
7123,560.0
7124,1280.0
7125,610.0
7126,465.0
7127,391.0
7128,780.0
7129,315.0
7130,630.0
7131,615.0
7132,980.0
7133,1300.0
7134,660.0
7135,782.0
7136,830.0
7137,432.0
7138,680.0
7139,1620.0
7140,1400.0
7141,610.0
7142,1390.0
7143,760.0
7144,340.0
7145,640.0
7146,847.0
7147,1500.0
7148,648.0
7149,423.0
7150,540.0
7151,460.0
7152,409.0
7153,405.0
7154,700.0
7155,850.0
7156,950.0
7157,350.0
7158,1200.0
7159,1222.0
7160,510.0
7161,560.0
7162,470.0
7163,590.0
7164,1140.0
7165,546.0
7166,600.0
7167,500.0
7168,408.0
7169,600.0
7170,1500.0
7171,740.0
7172,490.0
7173,320.0
7174,575.0
7175,770.0
7176,820.0
7177,1730.0
7178,750.0
7179,400.0
7180,550.0
7181,660.0
7182,1050.0
7183,460.0
7184,636.0
7185,450.0
7186,910.0
7187,410.0
7188,213.0
7189,870.0
7190,585.0
7191,620.0
7192,1150.0
7193,850.0
7194,898.0
7195,1621.0
7196,560.0
7197,850.0
7198,636.0
7199,626.0
7200,600.0
7201,725.0
7202,1580.0
7203,385.0
7204,758.0
7205,355.0
7206,960.0
7207,2000.0
7208,1690.0
7209,1120.0
7210,430.0
7211,3200.0
7212,1850.0
7213,540.0
7214,1300.0
7215,760.0
7216,580.0
7217,480.0
7218,2480.0
7219,1200.0
7220,1000.0
7221,1425.0
7222,1550.0
7223,888.0
7224,600.0
7225,520.0
7226,465.0
7227,2494.6
7228,630.0
7229,550.0
7230,2540.0
7231,590.0
7232,550.0
7233,545.0
7234,960.0
7235,729.0
7236,450.0
7237,1450.0
7238,650.0
7239,465.0
7240,750.0
7241,700.0
7242,355.0
7243,295.0
7244,926.0
7245,900.0
7246,740.0
7247,1000.0
7248,690.0
7249,700.0
7250,455.0
7251,550.0
7252,460.0
7253,1100.0
7254,536.0
7255,900.0
7256,560.0
7257,560.0
7258,550.0
7259,600.0
7260,550.0
7261,700.0
7262,2188.0
7263,310.0
7264,637.0
7265,610.0
7266,690.0
7267,580.0
7268,430.0
7269,300.0
7270,850.0
7271,500.0
7272,400.0
7273,650.0
7274,846.0
7275,960.0
7276,513.0
7277,622.0
7278,600.0
7279,530.0
7280,475.0
7281,543.0
7282,515.0
7283,795.0
7284,846.0
7285,454.0
7286,515.0
7287,624.0
7288,1450.0
7289,680.0
7290,280.0
7291,698.0
7292,1154.0
7293,700.0
7294,600.0
7295,700.0
7296,1678.0
7297,1200.0
7298,803.0
7299,3384.0
7300,930.0
7301,700.0
7302,450.0
7303,750.0
7304,652.0
7305,580.0
7306,535.0
7307,1050.0
7308,700.0
7309,600.0
7310,780.0
7311,705.0
7312,890.0
7313,355.0
7314,456.0
7315,510.0
7316,480.0
7317,1900.0
7318,810.0
7319,690.0
7320,789.0
7321,780.0
7322,510.0
7323,650.0
7324,942.0
7325,1240.0
7326,610.0
7327,1400.0
7328,496.0
7329,400.0
7330,450.0
7331,450.0
7332,840.0
7333,320.0
7334,980.0
7335,960.0
7336,552.0
7337,668.0
7338,1143.0
7339,660.0
7340,620.0
7341,1000.0
7342,1980.0
7343,410.0
7344,570.0
7345,1500.0
7346,800.0
7347,530.0
7348,787.0
7349,2340.0
7350,410.0
7351,558.0
7352,760.0
7353,518.0
7354,552.0
7355,1999.0
7356,656.0
7357,680.0
7358,665.0
7359,510.0
7360,522.0
7361,497.0
7362,800.0
7363,800.0
7364,2200.0
7365,990.0
7366,1450.0
7367,730.0
7368,1999.0
7369,845.0
7370,709.0
7371,736.0
7372,700.0
7373,475.0
7374,472.0
7375,910.0
7376,690.0
7377,1166.0
7378,999.0
7379,420.0
7380,960.0
7381,678.0
7382,710.0
7383,1280.0
7384,608.0
7385,558.0
7386,445.0
7387,560.0
7388,480.0
7389,650.0
7390,805.0
7391,580.0
7392,515.0
7393,880.0
7394,1650.0
7395,4270.0
7396,810.0
7397,550.0
7398,750.0
7399,605.0
7400,1230.0
7401,735.0
7402,770.0
7403,510.0
7404,715.0
7405,1100.0
7406,695.0
7407,515.0
7408,400.0
7409,1046.0
7410,800.0
7411,845.0
7412,770.0
7413,765.0
7414,715.0
7415,570.0
7416,575.0
7417,608.0
7418,1080.0
7419,605.0
7420,1300.0
7421,780.0
7422,615.0
7423,720.0
7424,565.0
7425,850.0
7426,369.0
7427,746.0
7428,743.0
7429,400.0
7430,898.0
7431,650.0
7432,415.0
7433,1190.0
7434,1030.0
7435,745.0
7436,830.0
7437,509.0
7438,650.0
7439,480.0
7440,600.0
7441,533.0
7442,1300.0
7443,750.0
7444,850.0
7445,600.0
7446,720.0
7447,720.0
7448,900.0
7449,825.0
7450,998.0
7451,960.0
7452,1200.0
7453,1008.0
7454,2800.0
7455,880.0
7456,1500.0
7457,1200.0
7458,900.0
7459,660.0
7460,698.0
7461,555.0
7462,460.0
7463,498.0
7464,620.0
7465,691.0
7466,1720.0
7467,1300.0
7468,525.0
7469,600.0
7470,1198.0
7471,490.0
7472,790.0
7473,981.0
7474,1115.0
7475,880.0
7476,822.0
7477,720.0
7478,680.0
7479,860.0
7480,1150.0
7481,385.0
7482,1000.0
7483,1020.0
7484,1350.0
7485,842.0
7486,606.0
7487,699.0
7488,720.0
7489,540.0
7490,730.0
7491,888.0
7492,650.0
7493,440.0
7494,1500.0
7495,635.0
7496,1299.0
7497,1330.0
7498,1738.0
7499,380.0
7500,1193.0
7501,750.0
7502,670.0
7503,700.0
7504,571.5
7505,545.0
7506,680.0
7507,639.0
7508,610.0
7509,1050.0
7510,533.0
7511,403.0
7512,1650.0
7513,550.0
7514,1799.0
7515,630.0
7516,600.0
7517,1330.0
7518,710.0
7519,580.0
7520,1295.0
7521,810.0
7522,850.0
7523,1430.0
7524,950.0
7525,470.0
7526,760.0
7527,580.0
7528,820.0
7529,830.0
7530,1150.0
7531,550.0
7532,666.0
7533,1400.0
7534,1180.0
7535,513.0
7536,470.0
7537,1120.0
7538,830.0
7539,860.0
7540,556.0
7541,786.0
7542,446.0
7543,450.0
7544,480.0
7545,1200.0
7546,788.0
7547,880.0
7548,1215.0
7549,758.0
7550,580.0
7551,810.0
7552,695.0
7553,870.0
7554,811.0
7555,500.0
7556,599.0
7557,595.0
7558,520.0
7559,816.0
7560,545.5
7561,1200.0
7562,788.0
7563,470.0
7564,940.0
7565,1120.0
7566,1195.0
7567,1700.0
7568,1680.0
7569,910.0
7570,1320.0
7571,1380.0
7572,470.0
7573,760.0
7574,660.0
7575,650.0
7576,630.0
7577,515.0
7578,620.0
7579,911.0
7580,366.0
7581,1530.0
7582,830.0
7583,880.0
7584,725.0
7585,850.0
7586,495.0
7587,635.0
7588,560.0
7589,1650.0
7590,725.0
7591,580.0
7592,875.0
7593,865.0
7594,450.0
7595,450.0
7596,685.0
7597,528.0
7598,460.0
7599,690.0
7600,680.0
7601,608.0
7602,650.0
7603,900.0
7604,855.0
7605,850.0
7606,820.0
7607,565.0
7608,750.0
7609,388.0
7610,1695.0
7611,580.0
7612,735.0
7613,1042.0
7614,725.0
7615,600.0
7616,716.0
7617,600.0
7618,1170.0
7619,880.0
7620,800.0
7621,1373.0
7622,590.0
7623,780.0
7624,976.0
7625,470.0
7626,590.0
7627,623.7
7628,640.0
7629,1080.0
7630,670.0
7631,940.0
7632,700.0
7633,580.0
7634,660.0
7635,550.0
7636,650.0
7637,305.0
7638,340.0
7639,899.0
7640,788.0
7641,436.0
7642,789.0
7643,660.0
7644,820.0
7645,528.0
7646,565.0
7647,500.0
7648,660.0
7649,527.0
7650,655.0
7651,450.0
7652,558.0
7653,1280.0
7654,962.0
7655,810.0
7656,530.0
7657,618.0
7658,750.0
7659,680.0
7660,500.0
7661,900.0
7662,540.0
7663,2088.0
7664,398.0
7665,850.0
7666,855.0
7667,565.0
7668,570.0
7669,580.0
7670,498.0
7671,966.0
7672,520.0
7673,485.0
7674,490.0
7675,850.0
7676,385.0
7677,1400.0
7678,700.0
7679,660.0
7680,527.0
7681,820.0
7682,667.0
7683,700.0
7684,507.0
7685,570.0
7686,610.0
7687,298.0
7688,955.0
7689,520.0
7690,820.0
7691,599.0
7692,1190.0
7693,950.0
7694,715.0
7695,1530.0
7696,850.0
7697,500.0
7698,630.0
7699,850.0
7700,608.0
7701,550.0
7702,420.0
7703,820.0
7704,520.0
7705,1100.0
7706,563.0
7707,434.9
7708,1030.0
7709,470.0
7710,2360.0
7711,1050.0
7712,1080.0
7713,665.0
7714,700.0
7715,820.0
7716,688.0
7717,510.0
7718,558.0
7719,712.0
7720,1060.0
7721,2652.0
7722,405.0
7723,715.0
7724,795.0
7725,745.0
7726,1448.0
7727,880.0
7728,355.0
7729,850.0
7730,621.6
7731,772.0
7732,1190.0
7733,899.0
7734,780.0
7735,890.0
7736,580.0
7737,620.0
7738,950.0
7739,605.0
7740,830.0
7741,434.9
7742,3650.0
7743,960.0
7744,827.0
7745,930.0
7746,1900.0
7747,588.0
7748,435.0
7749,369.0
7750,760.0
7751,780.0
7752,660.0
7753,570.0
7754,549.0
7755,1680.0
7756,668.0
7757,750.0
7758,730.0
7759,655.0
7760,590.0
7761,838.0
7762,697.0
7763,1300.0
7764,510.0
7765,646.0
7766,465.0
7767,860.0
7768,795.0
7769,1220.0
7770,438.0
7771,795.0
7772,855.0
7773,470.0
7774,500.0
7775,892.0
7776,759.0
7777,920.0
7778,880.0
7779,2260.0
7780,775.0
7781,992.0
7782,720.0
7783,635.0
7784,480.0
7785,715.0
7786,555.0
7787,785.0
7788,570.0
7789,1170.0
7790,828.0
7791,755.0
7792,440.0
7793,860.0
7794,610.0
7795,660.0
7796,530.0
7797,708.0
7798,420.0
7799,650.0
7800,796.0
7801,670.0
7802,930.0
7803,650.0
7804,750.0
7805,2218.0
7806,1700.0
7807,799.0
7808,780.0
7809,690.0
7810,480.0
7811,2450.0
7812,942.0
7813,1280.0
7814,178.0
7815,1599.0
7816,750.0
7817,880.0
7818,2950.0
7819,1680.0
7820,1360.0
7821,915.0
7822,595.0
7823,730.0
7824,560.0
7825,440.0
7826,990.0
7827,490.0
7828,560.0
7829,1350.0
7830,486.0
7831,280.0
7832,530.0
7833,570.0
7834,400.0
7835,360.0
7836,1350.0
7837,800.0
7838,610.0
7839,900.0
7840,270.0
7841,295.0
7842,774.0
7843,695.0
7844,480.0
7845,1100.0
7846,398.0
7847,3758.0
7848,450.0
7849,1060.0
7850,550.0
7851,860.0
7852,105.0
7853,565.0
7854,1020.0
7855,1980.0
7856,570.0
7857,650.0
7858,470.0
7859,1050.0
7860,760.0
7861,850.0
7862,420.0
7863,400.0
7864,700.0
7865,450.0
7866,720.0
7867,442.0
7868,600.0
7869,550.0
7870,680.0
7871,880.0
7872,390.0
7873,435.0
7874,435.0
7875,690.0
7876,550.0
7877,570.0
7878,465.0
7879,260.0
7880,3685.0
7881,960.0
7882,376.0
7883,490.0
7884,985.0
7885,1590.0
7886,630.0
7887,850.0
7888,245.0
7889,630.0
7890,560.0
7891,485.0
7892,530.0
7893,395.0
7894,500.0
7895,425.0
7896,400.0
7897,560.0
7898,396.0
7899,425.0
7900,810.0
7901,500.0
7902,750.0
7903,1890.0
7904,700.0
7905,650.0
7906,830.0
7907,550.0
7908,720.0
7909,560.0
7910,720.0
7911,780.0
7912,840.0
7913,690.0
7914,770.0
7915,1250.0
7916,873.0
7917,1100.0
7918,800.0
7919,510.0
7920,626.0
7921,740.0
7922,675.0
7923,668.0
7924,390.0
7925,540.0
7926,850.0
7927,580.0
7928,960.0
7929,630.0
7930,355.0
7931,510.0
7932,690.0
7933,420.0
7934,690.0
7935,635.0
7936,1065.0
7937,560.0
7938,545.0
7939,750.0
7940,650.0
7941,400.0
7942,1113.0
7943,550.0
7944,530.0
7945,560.0
7946,450.0
7947,1065.0
7948,535.5
7949,575.0
7950,475.0
7951,610.0
7952,350.0
7953,365.0
7954,800.0
7955,780.0
7956,960.0
7957,2270.0
7958,1400.0
7959,704.0
7960,420.0
7961,630.0
7962,643.0
7963,420.0
7964,450.0
7965,550.0
7966,940.0
7967,730.0
7968,550.0
7969,610.0
7970,886.0
7971,704.0
7972,690.0
7973,745.0
7974,700.0
7975,1150.0
7976,930.0
7977,660.0
7978,508.0
7979,845.0
7980,680.0
7981,535.0
7982,960.0
7983,532.0
7984,580.0
7985,415.0
7986,498.0
7987,660.0
7988,798.0
7989,1725.0
7990,568.0
7991,715.0
7992,750.0
7993,650.0
7994,430.0
7995,830.0
7996,920.0
7997,1018.0
7998,528.0
7999,1568.0
8000,960.0
8001,850.0
