index,Region,District,Garden,Layout,Floor,Year,Size,Direction,Renovation,Price
8880,1,92,2513,8,12,55,85,46,3,570.0
8881,1,187,381,8,19,47,84,25,3,535.0
8882,1,172,1598,9,16,48,110,49,3,850.0
8883,1,210,2366,2,20,52,57,20,4,428.0
8884,1,210,1841,8,16,53,75,20,3,566.0
8885,1,99,2933,8,22,51,77,63,4,528.0
8886,1,42,1532,8,5,49,61,49,3,530.0
8887,1,174,1059,15,22,49,107,60,4,700.0
8888,1,189,1550,0,15,54,31,58,4,275.9
8889,1,63,2586,8,4,39,40,49,3,255.0
8890,1,85,2553,8,23,51,68,24,4,580.0
8891,1,210,911,15,11,52,77,46,4,700.0
8892,1,210,1410,0,15,58,22,20,4,248.0
8893,1,169,3242,15,11,51,118,49,3,650.0
8894,1,147,98,8,9,51,90,63,3,600.0
8895,1,1,2453,15,21,49,97,54,3,650.0
8896,1,189,1547,1,15,52,39,60,3,325.0
8897,1,161,1603,16,6,43,127,49,4,598.0
8898,1,1,2453,8,21,48,92,25,4,610.0
8899,1,204,3268,8,7,52,84,46,3,570.0
8900,1,38,3222,9,5,50,86,49,4,590.0
8901,1,114,3427,8,21,58,79,46,4,880.0
8902,1,161,1603,30,5,43,162,49,3,698.0
8903,1,85,2553,9,23,51,69,46,4,585.0
8904,1,204,3203,8,17,52,85,46,4,565.0
8905,1,54,1852,8,23,55,77,58,4,390.0
8906,1,147,1986,16,5,52,99,49,3,650.0
8907,1,161,1373,15,5,49,108,49,3,530.0
8908,1,33,2804,8,11,53,86,49,3,580.0
8909,1,114,2755,15,24,42,68,27,3,530.0
8910,1,54,1853,8,21,54,93,38,4,400.0
8911,1,54,1856,15,5,45,79,38,3,360.0
8912,1,42,3531,9,20,54,99,49,3,795.0
8913,1,1,1909,8,23,52,93,25,3,625.0
8914,1,24,944,8,15,52,71,49,4,445.0
8915,1,169,1128,24,11,50,165,49,4,720.0
8916,1,99,1104,16,6,57,216,49,4,1850.0
8917,1,147,98,15,21,51,101,52,4,630.0
8918,1,147,2033,1,10,57,43,46,3,310.0
8919,1,210,3455,8,17,35,56,29,4,417.0
8920,1,92,2513,8,12,55,85,46,3,570.0
8921,1,147,44,8,26,55,78,63,4,629.0
8922,1,115,2190,8,9,57,79,49,3,465.0
8923,1,213,316,8,23,53,83,27,3,626.0
8924,1,172,1598,8,15,48,96,49,3,720.0
8925,1,157,1701,8,23,46,51,24,3,334.0
8926,1,99,1089,15,5,37,50,49,3,310.0
8927,1,189,816,8,5,37,42,24,3,305.0
8928,1,147,43,16,9,52,106,49,4,790.0
8929,1,172,793,8,17,47,78,58,3,518.0
8930,1,147,1744,9,8,47,67,49,4,400.0
8931,1,147,3495,9,20,53,79,25,4,550.0
8932,1,147,97,15,9,52,108,46,3,690.0
8933,1,161,1374,23,6,49,149,49,3,630.0
8934,1,173,1127,32,5,44,264,32,2,1190.0
8935,1,114,2753,8,24,39,54,25,0,470.0
8936,1,161,1595,1,29,50,56,25,4,400.0
8937,1,204,63,9,8,54,85,63,4,680.0
8938,1,187,891,8,13,43,50,20,3,335.0
8939,1,169,1128,8,10,53,91,46,4,495.0
8940,1,210,2444,9,9,50,96,49,3,770.0
8941,1,173,3507,16,29,48,90,63,4,720.0
8942,1,169,3242,15,13,49,123,49,3,636.0
8943,1,210,2978,9,13,52,110,49,3,637.0
8944,1,185,1328,8,23,47,70,25,2,470.0
8945,1,187,2998,8,5,40,53,49,0,372.0
8946,1,157,3371,8,5,39,47,38,3,310.0
8947,1,210,2979,15,14,45,64,24,3,405.0
8948,1,147,98,8,28,52,66,40,3,418.0
8949,1,79,130,9,14,57,80,46,4,640.0
8950,1,210,2366,8,20,52,83,20,4,590.0
8951,1,79,130,9,10,57,87,49,4,690.0
8952,1,173,3169,8,17,55,63,25,4,660.0
8953,1,147,41,8,15,52,76,49,4,615.0
8954,1,169,1128,8,11,50,74,49,3,424.0
8955,1,172,2791,9,5,46,86,49,3,530.0
8956,1,187,1951,15,17,46,89,60,3,550.0
8957,1,169,3242,0,12,51,32,58,0,228.0
8958,1,92,780,8,13,40,47,49,3,350.0
8959,1,204,1529,8,21,57,64,25,4,410.0
8960,1,38,1526,1,17,56,72,58,4,520.0
8961,1,124,1638,15,23,51,129,65,3,780.0
8962,1,85,736,16,20,47,108,24,3,760.0
8963,1,210,1840,1,19,54,52,46,3,460.0
8964,1,114,2751,16,18,46,138,24,3,800.0
8965,1,161,1335,8,30,47,53,58,3,300.0
8966,1,63,2586,8,5,33,42,49,4,260.0
8967,1,85,1211,8,23,27,60,63,3,495.0
8968,1,189,1550,1,21,52,38,44,3,285.0
8969,1,54,2129,8,24,56,70,46,4,379.0
8970,1,85,1214,8,5,40,43,49,3,370.0
8971,1,92,2513,8,10,54,73,49,3,520.0
8972,1,114,2764,1,11,43,28,63,3,262.0
8973,1,161,3000,0,25,55,35,60,3,260.0
8974,1,114,17,1,31,52,32,20,4,295.0
8975,1,189,816,8,5,37,43,54,3,305.0
8976,1,85,3430,8,23,51,80,20,4,630.0
8977,1,135,3412,8,20,52,80,48,3,534.0
8978,1,210,313,23,10,51,130,54,4,890.0
8979,1,204,63,8,4,54,74,38,3,515.0
8980,1,110,3364,8,16,49,81,20,3,496.0
8981,1,172,793,8,17,47,77,58,4,520.0
8982,1,189,1548,16,14,51,109,49,3,760.0
8983,1,172,552,8,14,51,89,46,4,659.0
8984,1,210,313,16,10,53,100,49,4,699.0
8985,1,63,939,8,5,45,67,49,3,399.0
8986,1,114,2752,8,24,42,55,63,4,458.0
8987,1,210,1410,8,15,58,48,20,3,406.0
8988,1,124,1638,8,24,48,82,25,3,540.0
8989,1,147,3495,9,14,53,78,27,3,550.0
8990,1,210,313,9,9,52,93,27,4,695.5
8991,1,147,42,9,15,53,82,49,3,635.0
8992,1,147,41,8,15,52,78,46,4,628.0
8993,1,189,1547,15,10,52,98,49,3,760.0
8994,1,189,2486,8,5,35,40,58,4,310.0
8995,1,135,2150,1,23,37,37,46,3,295.0
8996,1,135,2164,8,13,27,46,49,0,345.0
8997,1,1,1910,8,5,42,46,49,3,370.0
8998,1,114,2755,8,13,35,76,49,4,535.0
8999,1,210,911,8,11,52,93,49,4,740.0
9000,1,210,2979,15,5,45,75,49,3,495.0
9001,1,173,60,9,11,53,73,49,3,580.0
9002,1,79,130,9,14,57,74,54,4,578.0
9003,1,147,44,9,26,55,79,24,4,620.0
9004,1,92,1665,1,20,51,52,46,3,320.0
9005,1,147,99,8,21,53,82,54,4,528.0
9006,1,161,1124,15,27,52,87,25,4,450.0
9007,1,213,316,16,22,52,124,46,3,900.0
9008,1,99,2349,8,20,53,99,25,4,600.0
9009,1,147,2697,16,5,45,84,49,3,530.0
9010,1,1,188,8,5,38,49,49,3,389.0
9011,1,172,1599,23,17,50,170,49,3,1200.0
9012,1,63,936,8,5,42,43,49,3,310.0
9013,1,92,3374,8,20,53,67,63,4,440.0
9014,1,204,1847,8,23,48,86,25,4,530.0
9015,1,174,2831,8,5,39,45,38,3,330.0
9016,1,54,3245,8,5,51,87,49,4,470.0
9017,1,187,3452,15,17,45,80,24,4,460.0
9018,1,110,3364,8,16,49,81,20,3,496.0
9019,1,210,3455,8,5,37,48,49,4,336.0
9020,1,210,1840,16,10,54,126,49,4,968.8
9021,1,147,42,15,8,53,124,49,3,940.0
9022,1,169,1128,8,11,57,82,49,4,460.0
9023,1,85,1235,9,15,53,89,46,4,800.0
9024,1,1,1471,1,23,48,66,44,3,410.0
9025,1,185,2960,15,23,41,74,27,3,470.0
9026,1,85,3430,16,13,53,113,54,2,710.0
9027,1,92,1663,15,10,50,90,24,4,510.0
9028,1,210,1802,9,23,49,96,48,3,665.0
9029,1,33,404,8,13,49,104,49,3,580.0
9030,1,33,404,8,21,49,69,20,3,448.0
9031,1,187,2998,8,5,40,44,49,3,322.0
9032,1,38,1785,8,23,47,68,58,3,400.0
9033,1,204,3346,8,5,41,41,49,4,306.0
9034,1,204,1103,15,5,44,72,49,3,460.0
9035,1,92,1665,1,20,51,52,44,4,350.0
9036,1,79,130,9,14,57,74,54,4,578.0
9037,1,172,1601,16,15,53,129,32,4,990.0
9038,1,114,1790,16,16,55,133,46,4,970.0
9039,1,204,3267,15,16,50,98,49,3,670.0
9040,1,44,2050,9,13,46,63,54,4,440.0
9041,1,185,2360,1,13,51,47,44,4,355.0
9042,1,124,1638,9,26,50,87,58,3,560.0
9043,1,110,1788,8,12,47,90,49,3,510.0
9044,1,38,2049,8,21,48,96,63,3,565.0
9045,1,110,994,8,14,53,75,60,3,483.0
9046,1,147,98,9,28,51,82,49,4,540.0
9047,1,147,271,8,18,54,65,46,4,528.0
9048,1,210,3455,8,5,37,48,49,4,336.0
9049,1,210,1840,16,10,54,126,49,4,968.8
9050,1,147,42,15,8,53,124,49,3,940.0
9051,1,38,2049,8,21,50,90,58,4,546.0
9052,1,210,1840,15,19,53,95,63,4,680.0
9053,1,161,1589,9,28,49,87,63,3,610.0
9054,1,33,509,8,19,35,48,60,3,374.3
9055,1,1,1471,8,21,47,87,25,3,550.0
9056,1,187,891,8,5,38,48,49,3,322.0
9057,1,189,1550,8,21,52,76,46,4,550.0
9058,1,189,1550,8,20,52,73,46,4,540.0
9059,1,187,2998,8,5,40,43,49,3,330.0
9060,1,124,781,8,15,36,58,46,4,400.0
9061,1,204,720,1,29,54,43,44,3,302.0
9062,1,135,158,8,23,49,62,63,3,440.0
9063,1,114,2756,8,24,39,46,52,3,392.0
9064,1,54,1853,9,21,54,73,52,0,378.0
9065,1,85,3430,23,13,53,128,65,4,980.0
9066,1,161,1374,9,6,49,85,49,2,510.0
9067,1,173,3507,8,15,48,56,58,3,425.0
9068,1,38,1526,8,12,56,90,49,4,635.0
9069,1,99,2349,8,20,53,102,38,4,618.0
9070,1,79,3223,9,13,49,104,49,3,672.0
9071,1,38,1526,9,17,56,114,46,4,830.0
9072,1,38,1297,8,28,57,54,63,4,315.0
9073,1,135,3412,1,20,52,47,44,4,340.0
9074,1,173,60,8,15,53,74,49,4,555.0
9075,7,58,2466,15,5,35,59,49,0,910.0
9076,7,152,3332,8,8,58,71,25,4,830.0
9077,7,3,1772,8,19,50,110,60,4,1400.0
9078,7,98,1244,8,4,38,36,46,3,450.0
9079,7,148,2331,8,11,50,57,44,3,502.0
9080,7,175,2695,7,19,46,72,25,3,649.0
9081,7,158,3404,1,5,30,23,46,3,400.0
9082,7,183,3238,8,5,27,50,49,3,550.0
9083,7,98,1680,8,5,32,52,38,4,430.0
9084,7,113,1677,0,12,51,24,20,2,353.0
9085,7,15,2529,8,3,22,52,49,2,820.0
9086,7,88,1052,1,26,49,52,20,3,450.0
9087,7,217,2066,2,13,32,33,49,3,395.0
9088,7,175,2124,8,20,51,94,60,3,600.0
9089,7,98,419,8,24,49,58,60,3,680.0
9090,7,23,1042,8,6,39,50,38,4,550.0
9091,7,3,480,1,16,47,62,46,4,1100.0
9092,7,138,2398,8,13,44,49,38,3,412.0
9093,7,23,215,1,5,42,35,58,4,402.0
9094,7,158,2842,7,15,34,51,63,4,540.0
9095,7,138,3478,0,14,52,40,24,3,380.0
9096,7,88,1239,8,20,48,75,63,4,600.0
9097,7,3,56,1,9,50,44,20,4,750.0
9098,7,7,3063,16,6,47,139,49,3,1900.0
9099,7,152,2497,16,8,51,118,49,3,1020.0
9100,7,158,1223,8,25,48,91,63,0,1250.0
9101,7,176,821,16,9,52,123,49,4,900.0
9102,7,138,2044,8,15,54,74,63,0,820.0
9103,7,164,2562,15,13,48,184,58,0,1487.0
9104,7,156,3344,23,5,43,113,49,0,1200.0
9105,7,138,2984,8,5,58,77,49,4,696.0
9106,7,35,2397,8,5,36,43,49,0,442.0
9107,7,15,253,8,5,36,48,38,4,740.0
9108,7,138,2103,8,5,47,59,38,2,500.0
9109,7,88,861,9,14,45,60,25,4,540.0
9110,7,32,2665,8,5,33,48,46,4,588.0
9111,7,7,1583,8,6,49,61,49,3,730.0
9112,7,156,3344,23,5,43,178,27,3,1300.0
9113,7,148,2325,8,4,47,63,25,3,550.0
9114,7,178,2427,16,11,55,132,54,4,1100.0
9115,7,32,2662,22,4,30,93,49,3,1020.0
9116,7,164,3044,8,20,40,44,38,3,473.0
9117,7,182,1421,8,5,52,35,49,4,290.0
9118,7,153,591,1,5,35,26,46,0,335.0
9119,7,217,2065,8,15,38,40,49,3,525.0
9120,7,170,2771,8,5,34,43,49,4,545.0
9121,7,175,1355,1,20,57,46,60,4,380.0
9122,7,170,55,8,5,37,38,49,3,545.0
9123,7,32,1862,8,5,37,38,32,4,495.0
9124,7,138,2103,1,5,47,44,32,4,358.0
9125,7,176,3241,8,5,44,57,49,3,410.0
9126,7,58,2239,8,23,46,77,24,3,850.0
9127,7,22,2905,8,4,25,38,49,4,355.0
9128,7,113,1576,8,15,34,35,46,4,435.0
9129,7,145,3099,1,4,18,24,46,3,350.0
9130,7,138,2103,1,5,44,34,58,4,300.0
9131,7,183,3050,1,6,48,71,58,4,550.0
9132,7,3,2113,1,15,51,47,25,4,650.0
9133,7,58,852,8,15,35,46,63,3,585.0
9134,7,183,3238,1,15,36,33,46,3,458.0
9135,7,183,120,0,5,32,22,46,3,345.0
9136,7,32,2665,15,5,30,60,49,0,704.0
9137,7,6,121,1,5,44,30,49,0,630.0
9138,7,98,1245,8,5,33,40,49,3,490.0
9139,7,6,3461,8,5,39,47,49,4,616.0
9140,7,98,1575,1,5,41,35,46,3,425.0
9141,7,148,2326,1,5,45,37,49,4,383.8
9142,7,21,1578,1,17,37,36,49,3,458.0
9143,7,158,1223,8,25,48,91,63,0,1250.0
9144,7,138,2044,8,15,54,74,63,0,820.0
9145,7,175,1730,1,31,50,59,52,4,430.0
9146,7,65,1912,1,16,47,51,25,4,510.0
9147,7,45,640,1,9,43,50,46,4,577.0
9148,7,217,3369,1,21,48,48,20,3,625.0
9149,7,138,1330,9,5,51,72,49,4,580.0
9150,7,152,2107,0,14,51,44,58,4,390.0
9151,7,170,2573,8,21,45,55,25,3,630.0
9152,7,175,642,8,5,43,51,38,0,413.0
9153,7,88,2202,8,5,43,60,49,3,660.0
9154,7,32,2660,8,5,37,44,49,3,535.0
9155,7,6,3047,12,22,54,49,44,3,191.0
9156,7,6,124,37,5,45,212,49,0,1580.0
9157,7,152,2497,32,8,51,221,49,4,1900.0
9158,7,6,124,23,5,44,187,49,0,1480.0
9159,7,7,3058,23,10,49,198,49,4,2080.0
9160,7,22,2108,23,5,45,137,49,3,930.0
9161,7,148,2324,36,5,47,177,49,4,1150.0
9162,7,22,1075,8,15,32,51,54,3,560.0
9163,7,170,840,15,5,37,67,27,3,773.0
9164,7,176,1878,32,5,52,216,38,0,820.0
9165,7,138,1331,16,5,48,157,49,3,870.0
9166,7,89,1040,8,4,41,38,46,3,340.0
9167,7,156,3012,1,15,46,30,46,0,420.0
9168,7,15,1112,8,5,37,44,49,3,586.0
9169,7,212,2818,8,5,44,44,49,4,440.0
9170,7,88,1052,1,26,49,48,46,4,455.0
9171,7,175,1354,1,10,54,55,49,4,480.0
9172,7,58,2029,9,9,45,109,52,3,1100.0
9173,7,88,1684,1,19,53,44,44,0,445.0
9174,7,138,2801,1,17,54,18,63,3,295.0
9175,7,65,1911,1,16,48,51,63,4,515.0
9176,7,138,2055,8,5,44,56,38,3,439.0
9177,7,89,2200,8,18,50,60,24,4,480.0
9178,7,23,1397,8,5,32,43,49,4,480.0
9179,7,33,2808,8,27,46,98,25,4,750.0
9180,7,158,2842,8,14,33,49,46,4,540.0
9181,7,164,699,1,23,39,28,25,4,450.0
9182,7,58,857,8,5,30,47,49,0,640.0
9183,7,15,1112,15,5,29,43,49,3,700.0
9184,7,45,640,1,16,47,45,20,3,490.0
9185,7,23,1032,1,4,40,28,46,3,410.0
9186,7,138,2222,8,12,51,73,46,4,610.0
9187,7,158,2461,8,15,38,46,29,3,630.0
9188,7,23,2949,8,5,34,43,46,4,573.0
9189,7,158,2844,8,5,30,40,46,3,460.0
9190,7,138,2079,8,27,52,83,63,3,630.0
9191,7,23,2334,1,5,36,28,46,4,360.0
9192,7,65,1911,1,16,48,48,63,3,520.0
9193,7,15,2796,1,17,53,37,20,0,430.0
9194,7,138,2044,23,24,61,178,49,0,1750.0
9195,7,178,2921,23,5,58,223,54,4,2599.0
9196,7,182,296,45,2,54,4,10,1,1350.0
9197,7,21,348,15,5,40,62,49,3,650.0
9198,7,23,172,8,5,43,58,38,4,830.0
9199,7,183,375,8,18,49,67,58,3,817.5
9200,7,158,3253,1,25,50,59,44,4,720.0
9201,7,170,54,8,5,30,51,49,3,627.0
9202,7,138,2490,8,6,45,45,49,3,260.0
9203,7,88,617,8,4,26,42,49,3,518.0
9204,7,170,2976,8,5,37,47,46,4,550.0
9205,7,113,1681,8,11,41,50,24,3,515.0
9206,7,58,3343,8,5,31,49,49,3,580.0
9207,7,176,1878,9,21,52,66,20,3,460.0
9208,7,158,1298,1,24,48,62,63,4,740.0
9209,7,3,2851,0,13,51,34,46,4,730.0
9210,7,70,2721,1,5,32,24,46,3,340.0
9211,7,175,1355,1,20,56,52,49,4,430.0
9212,7,212,2425,8,8,50,76,49,4,650.0
9213,7,88,3092,15,16,50,74,25,4,775.0
9214,7,156,3012,1,15,46,30,46,0,420.0
9215,7,178,2921,23,5,58,303,65,2,3750.0
9216,7,58,2239,16,23,46,100,25,3,1200.0
9217,7,58,2466,8,17,35,60,63,0,680.0
9218,7,137,459,8,7,56,73,25,4,560.0
9219,7,138,1331,16,5,48,128,49,3,820.0
9220,7,158,1220,8,26,46,76,25,0,800.0
9221,7,88,2210,16,15,52,119,49,0,1200.0
9222,7,145,2724,8,5,34,40,49,4,488.0
9223,7,158,2843,15,5,29,42,49,3,510.0
9224,7,65,2633,9,5,48,97,49,3,1250.0
9225,7,138,1330,8,5,51,90,49,4,630.0
9226,7,164,282,15,12,49,205,49,3,2350.0
9227,7,7,1860,8,16,54,67,52,4,860.0
9228,7,32,2663,16,5,40,98,49,4,980.0
9229,7,22,2576,15,11,53,102,32,4,1365.0
9230,7,138,1331,8,8,45,63,49,3,505.0
9231,7,164,3044,8,5,31,43,38,0,470.0
9232,7,211,545,16,20,47,191,25,3,1810.0
9233,7,137,690,23,5,56,226,49,2,1180.0
9234,7,98,1714,1,5,35,24,40,3,347.0
9235,7,98,1719,8,3,9,45,46,3,510.0
9236,7,94,2524,1,13,31,17,44,3,378.0
9237,7,113,1571,8,15,33,48,25,4,600.0
9238,7,212,2540,15,5,42,64,40,4,555.0
9239,7,178,2921,24,5,58,274,49,2,3100.0
9240,7,170,83,1,5,42,29,20,3,300.0
9241,7,164,103,8,5,32,31,54,3,403.0
9242,7,182,3433,8,3,28,40,49,0,325.0
9243,7,164,3269,15,21,53,138,24,4,1450.0
9244,7,58,852,8,15,35,50,60,4,650.0
9245,7,6,124,23,5,47,166,49,0,1700.0
9246,7,3,2498,23,13,51,185,54,4,3100.0
9247,7,58,2239,8,23,46,77,24,0,890.0
9248,7,3,2113,9,15,49,83,40,4,1250.0
9249,7,170,2573,15,21,45,113,24,3,930.0
9250,7,21,1579,36,5,45,203,49,0,1300.0
9251,7,212,2920,23,6,56,252,33,4,2750.0
9252,7,170,2716,8,19,53,88,59,4,770.0
9253,7,23,1397,15,5,31,63,49,4,645.0
9254,7,178,2921,23,5,58,303,65,2,3750.0
9255,7,58,2239,16,23,46,100,25,3,1200.0
9256,7,6,124,31,5,47,196,49,4,1420.0
9257,7,145,2724,8,5,34,40,49,4,488.0
9258,7,88,2210,16,15,52,119,49,0,1200.0
9259,7,58,2466,8,17,35,60,63,0,680.0
9260,7,137,459,8,7,56,73,25,4,560.0
9261,7,138,1331,16,5,48,128,49,3,820.0
9262,7,158,1220,8,26,46,76,25,0,800.0
9263,7,88,1239,8,20,48,45,20,3,480.0
9264,7,178,2919,1,5,58,55,20,4,650.0
9265,7,88,3092,8,21,50,61,25,4,646.0
9266,7,145,1066,8,14,37,45,20,4,498.0
9267,7,32,36,8,5,32,39,46,3,503.0
9268,7,170,840,8,13,39,47,46,3,558.0
9269,7,89,1267,8,6,48,59,49,3,468.0
9270,7,70,2721,15,15,35,89,60,4,980.0
9271,7,88,2210,1,14,52,50,52,4,580.0
9272,7,22,1077,8,4,21,39,46,3,360.0
9273,7,58,3007,15,17,45,113,25,3,1280.0
9274,7,156,3349,1,16,39,27,46,4,420.0
9275,7,175,2695,8,19,46,62,25,3,580.0
9276,7,138,3478,1,14,52,30,44,4,310.0
9277,7,212,2920,8,5,55,79,49,4,998.0
9278,7,33,929,1,23,44,45,60,4,400.0
9279,7,183,1808,1,15,48,60,24,3,550.0
9280,7,23,2527,8,5,28,46,49,3,770.0
9281,7,170,2598,1,14,53,39,20,4,507.0
9282,7,23,732,8,17,47,60,58,4,830.0
9283,7,207,3098,8,5,44,43,38,4,485.0
9284,7,23,1645,8,8,43,59,46,4,730.0
9285,7,175,1429,8,5,41,47,49,3,350.0
9286,7,32,37,15,17,37,61,40,3,743.0
9287,7,65,3111,16,10,57,122,38,3,1080.0
9288,7,55,834,8,15,52,69,63,0,872.0
9289,7,145,1066,1,17,35,28,46,4,375.0
9290,7,217,3369,9,14,48,100,49,4,1200.0
9291,7,156,1824,8,15,35,47,25,3,520.0
9292,7,156,1824,8,17,39,41,46,0,456.0
9293,7,6,124,8,5,45,100,49,0,1100.0
9294,7,7,1860,1,16,54,43,46,0,600.0
9295,7,113,2554,8,5,27,36,38,4,430.0
9296,7,152,330,8,8,52,77,58,3,840.0
9297,7,176,3241,8,17,49,72,58,0,498.0
9298,7,183,373,15,15,42,101,25,4,985.0
9299,7,138,3478,8,14,52,40,46,0,435.0
9300,7,175,1355,8,17,55,75,49,4,540.0
9301,7,138,3304,8,5,44,57,49,3,460.0
9302,7,138,1592,15,5,50,95,38,4,630.0
9303,7,32,1863,15,15,34,53,24,4,620.0
9304,7,138,2801,8,15,59,52,46,4,490.0
9305,7,164,2562,23,23,47,207,63,4,1700.0
9306,7,170,840,8,13,39,47,46,3,558.0
9307,7,183,1825,1,4,42,32,49,3,378.0
9308,7,113,1571,1,15,32,30,46,3,400.0
9309,7,98,376,1,15,36,31,46,4,450.0
9310,7,23,2334,1,5,36,28,46,3,375.0
9311,7,149,113,15,3,4,67,60,4,772.0
9312,7,113,1064,8,5,33,49,49,0,610.0
9313,7,183,3238,8,5,27,50,49,3,641.0
9314,7,98,1575,8,5,27,38,46,4,435.0
9315,7,175,1353,8,8,55,76,49,0,600.0
9316,7,175,3519,15,5,32,54,49,4,377.0
9317,7,3,3317,16,15,46,117,24,4,1500.0
9318,7,88,3362,9,3,45,63,49,3,600.0
9319,7,58,3116,8,23,47,109,58,3,990.0
9320,7,22,2097,8,11,45,59,49,0,745.0
9321,7,138,2208,8,12,51,84,46,4,690.0
9322,7,22,2094,1,5,41,28,46,3,318.0
9323,7,55,832,16,5,45,117,49,3,1146.0
9324,7,178,243,15,5,41,66,49,3,560.0
9325,7,58,854,8,5,36,41,49,0,558.0
9326,7,23,172,15,11,45,112,54,3,1380.0
9327,7,58,2466,15,17,35,71,63,3,838.0
9328,7,32,3363,15,22,49,137,46,3,1290.0
9329,7,138,505,9,5,49,94,49,0,680.0
9330,7,15,174,15,4,27,68,49,0,1050.0
9331,7,138,2490,8,6,45,39,46,0,350.0
9332,7,65,2337,15,10,52,143,49,4,1750.0
9333,7,7,2655,9,12,51,67,49,4,1200.0
9334,7,211,1892,15,20,44,79,49,3,795.0
9335,7,207,625,9,5,57,69,49,0,690.0
9336,7,33,2808,8,27,46,85,25,3,718.0
9337,7,170,2770,15,19,45,87,52,4,980.0
9338,7,94,1609,23,13,42,144,63,4,1188.0
9339,7,65,2341,32,2,45,282,49,0,2500.0
9340,7,152,306,22,11,54,156,27,4,1280.0
9341,7,178,2427,9,10,55,100,49,4,960.0
9342,7,158,2843,8,6,35,43,49,4,490.0
9343,7,15,1668,23,6,42,147,49,4,1350.0
9344,7,7,3141,15,16,50,116,46,4,1290.0
9345,7,164,2068,8,19,47,75,20,0,700.0
9346,7,211,1892,8,5,45,81,49,4,850.0
9347,7,153,2560,16,11,55,258,38,4,2750.0
9348,7,175,1355,8,17,55,75,46,4,560.0
9349,7,23,215,8,5,43,53,49,3,590.0
9350,7,58,852,15,11,37,67,49,0,720.0
9351,7,178,2427,23,3,55,217,49,4,2200.0
9352,7,32,2665,15,5,43,72,49,3,815.0
9353,7,70,2176,8,5,37,43,49,3,490.0
9354,7,170,1377,22,17,43,92,27,4,1250.0
9355,7,175,1355,8,17,56,72,46,4,590.0
9356,7,183,3239,15,13,45,83,63,0,940.0
9357,7,170,2573,22,21,45,239,38,4,1450.0
9358,7,6,124,16,5,44,132,49,0,1280.0
9359,7,178,243,15,5,41,68,49,3,535.0
9360,7,138,2055,8,5,39,45,49,3,388.0
9361,7,65,1914,9,5,47,80,49,0,860.0
9362,7,32,2665,8,4,23,36,46,3,460.0
9363,7,3,480,15,16,47,97,25,4,1580.0
9364,7,65,2337,15,10,52,143,49,4,1750.0
9365,7,138,505,9,5,49,94,49,0,680.0
9366,7,15,174,15,4,27,68,49,0,1050.0
9367,7,32,3363,15,22,49,137,46,3,1290.0
9368,7,137,459,9,7,57,70,49,4,650.0
9369,7,138,616,15,5,12,65,49,3,482.0
9370,7,32,1545,15,22,34,61,40,4,710.0
9371,7,217,2521,0,11,51,29,46,0,340.0
9372,7,153,1242,8,13,34,51,46,3,630.0
9373,7,217,1614,8,5,54,80,49,0,950.0
9374,7,170,2123,8,23,46,128,25,4,980.0
9375,7,58,2466,15,17,35,61,25,4,830.0
9376,7,158,3253,23,25,50,228,49,4,2750.0
9377,7,65,3111,15,10,57,118,38,3,1020.0
9378,7,207,3389,15,3,28,44,54,3,560.0
9379,7,55,832,16,5,45,122,49,4,1150.0
9380,7,138,2398,23,13,44,117,49,0,750.0
9381,7,22,2145,8,5,50,81,49,4,750.0
9382,7,178,2427,15,8,55,112,49,4,1150.0
9383,7,23,215,8,5,43,53,49,3,590.0
9384,7,175,1355,8,17,55,75,46,4,560.0
9385,7,170,2123,16,23,46,163,54,3,1200.0
9386,7,6,1594,15,10,48,73,38,3,580.0
9387,7,211,1892,8,5,45,81,49,4,850.0
9388,7,153,2560,16,11,55,258,38,4,2750.0
9389,7,70,2176,8,5,37,43,49,3,490.0
9390,7,138,1330,15,8,49,97,65,0,758.0
9391,7,32,2660,8,17,35,43,25,3,530.0
9392,7,2,35,15,4,33,47,27,3,490.0
9393,7,178,2921,24,5,58,324,27,2,4150.0
9394,7,156,2433,8,5,35,44,38,3,480.0
9395,7,138,2208,8,21,53,85,49,4,670.0
9396,7,22,2428,8,15,47,92,58,4,639.0
9397,7,178,2427,8,8,52,73,25,3,768.0
9398,7,170,2174,15,15,37,63,60,4,698.0
9399,7,152,2102,8,5,47,66,60,0,605.0
9400,7,137,459,1,7,56,54,46,3,480.0
9401,7,22,3162,8,5,32,42,38,3,375.0
9402,7,138,1541,8,26,56,84,20,3,650.0
9403,7,32,2665,8,4,32,46,49,3,540.0
9404,7,65,3002,8,8,50,102,38,3,1060.0
9405,7,55,831,8,5,47,66,38,3,735.0
9406,7,32,3392,22,16,50,220,49,3,2680.0
9407,7,211,3231,8,5,40,44,49,4,480.0
9408,7,23,215,1,5,42,32,20,3,368.0
9409,7,23,838,8,5,43,46,49,4,565.0
9410,7,3,2113,8,15,49,71,63,3,950.0
9411,7,149,3480,8,15,52,70,60,3,790.0
9412,7,153,591,8,5,27,40,60,3,460.0
9413,7,158,3189,1,6,45,43,46,3,540.0
9414,7,137,2229,1,5,42,29,46,4,295.0
9415,7,3,2113,8,15,49,72,25,4,1200.0
9416,7,6,1544,0,11,49,43,46,4,450.0
9417,7,58,2466,1,5,32,26,46,3,463.0
