index,Region,District,Garden,Layout,Floor,Year,Size,Direction,Renovation,Price
3865,13,136,374,7,34,53,70,22,2,485.0
3866,13,42,5,8,9,52,68,0,3,410.0
3867,13,196,1894,14,10,55,97,22,2,565.0
3868,13,197,372,7,23,46,73,30,3,408.0
3869,13,197,670,7,5,41,72,22,3,420.0
3870,13,197,670,7,5,41,43,22,2,310.0
3871,13,16,661,2,26,54,41,34,3,305.0
3872,13,197,2572,7,5,38,54,13,2,285.0
3873,13,197,372,7,27,46,74,0,3,385.0
3874,13,16,661,7,26,54,70,20,2,470.0
3875,13,136,1837,7,27,46,75,32,2,415.0
3876,13,19,2463,7,3,47,71,13,2,415.0
3877,13,132,1402,7,4,44,35,22,2,270.0
3878,13,145,2351,7,5,45,65,22,2,350.0
3879,13,197,1019,2,27,51,47,22,3,369.0
3880,13,134,1445,7,14,49,69,22,2,420.0
3881,13,136,546,14,10,47,92,6,2,578.0
3882,13,16,296,7,5,48,64,22,3,370.0
3883,13,197,2787,8,5,43,61,22,3,410.0
3884,13,220,2044,2,14,52,34,2,3,230.0
3885,13,145,886,14,5,36,83,22,2,356.0
3886,13,134,1720,7,5,43,41,22,2,298.0
3887,13,197,2664,7,23,47,71,0,2,448.0
3888,13,19,1517,15,5,45,94,22,3,490.0
3889,13,116,1951,7,5,42,72,22,3,400.0
3890,13,132,1436,15,5,44,118,22,3,700.0
3891,13,132,2880,8,10,47,70,6,3,426.0
3892,13,145,1952,7,5,36,41,22,3,275.0
3893,13,18,2862,7,9,47,77,22,2,467.0
3894,13,132,1519,14,10,46,86,22,2,465.0
3895,13,136,374,7,34,53,69,20,3,494.0
3896,13,220,2044,7,13,51,71,20,3,310.0
3897,13,136,2636,7,32,51,67,20,3,550.0
3898,13,134,1533,8,17,46,74,26,3,420.0
3899,13,19,2906,7,11,47,46,22,3,344.0
3900,13,197,2572,7,5,41,56,22,0,306.0
3901,13,136,1609,7,17,51,79,22,2,475.0
3902,13,145,886,15,5,36,82,22,2,330.0
3903,13,16,2061,8,14,49,71,22,3,530.0
3904,13,197,127,8,31,50,82,22,3,470.0
3905,13,116,2109,2,6,44,56,22,2,320.0
3906,13,16,12,2,7,52,44,20,3,354.0
3907,11,224,2326,15,12,48,94,22,3,650.0
3908,11,131,2540,2,17,47,39,18,2,337.0
3909,11,224,29,7,5,36,41,22,0,363.0
3910,11,176,2781,7,20,51,68,13,0,410.0
3911,11,224,2153,7,23,43,61,34,0,500.0
3912,11,59,255,18,13,59,28,30,3,280.0
3913,11,224,2210,12,14,52,38,20,3,300.0
3914,11,176,2505,14,5,26,41,13,0,290.0
3915,11,224,2326,15,12,48,94,22,3,650.0
3916,11,224,335,7,5,35,38,13,0,290.0
3917,11,131,3046,8,23,43,73,2,3,485.0
3918,11,131,1665,2,19,43,37,34,3,290.0
3919,11,224,335,2,5,35,23,20,0,245.0
3920,11,59,788,7,4,16,18,13,2,194.0
3921,11,176,2506,7,5,36,52,22,2,330.0
3922,11,224,2656,7,23,49,83,20,3,670.0
3923,11,176,2781,7,17,51,67,20,3,430.0
3924,11,224,2656,8,26,49,93,20,0,740.0
3925,11,164,2527,14,5,47,99,22,0,420.0
3926,11,224,1787,7,5,30,35,30,3,290.0
3927,11,164,2527,7,5,46,67,13,0,338.0
3928,11,164,2527,7,5,47,61,20,0,390.0
3929,11,30,2538,2,15,47,24,18,3,270.0
3930,11,59,2819,7,26,42,71,34,2,448.0
3931,11,224,649,21,5,42,99,13,2,550.0
3932,11,30,464,7,4,10,36,22,2,245.0
3933,11,176,1730,7,5,41,40,22,0,285.0
3934,11,224,2656,7,25,49,45,0,3,465.0
3935,11,30,461,7,5,28,36,22,2,290.0
3936,11,30,2538,2,15,47,41,0,2,365.0
3937,11,224,649,7,5,36,41,22,2,310.0
3938,11,224,1788,7,5,34,32,22,3,315.0
3939,11,224,2596,7,26,54,69,22,0,590.0
3940,11,30,462,15,5,42,76,22,2,539.0
3941,11,176,2780,2,5,41,41,20,0,300.0
3942,11,30,2538,2,17,47,24,18,0,265.0
3943,11,176,2804,7,15,39,57,34,0,330.0
3944,11,59,651,13,4,21,37,22,2,357.0
3945,11,30,461,7,5,26,31,22,2,315.0
3946,11,176,2528,2,9,47,48,32,0,370.0
3947,11,164,1981,7,5,32,35,22,2,240.0
3948,11,224,2656,1,25,49,34,0,0,350.0
3949,11,131,2540,2,19,47,19,18,2,230.0
3950,11,131,1665,6,21,46,53,4,2,298.0
3951,11,164,1981,7,4,11,33,22,0,260.0
3952,11,171,2323,7,5,24,27,22,2,280.0
3953,11,176,1883,7,6,41,33,22,2,315.0
3954,11,171,2321,7,5,37,35,14,3,330.0
3955,11,224,335,7,5,36,46,22,3,301.0
3956,11,224,1788,8,5,32,36,22,3,323.0
3957,11,164,2527,7,5,47,50,20,2,330.0
3958,11,59,2819,7,26,42,68,34,2,433.0
3959,11,224,2656,2,25,49,41,30,3,430.0
3960,11,59,2819,7,26,42,54,24,2,440.0
3961,11,59,254,15,17,56,113,22,0,1050.0
3962,11,131,2540,2,17,47,50,20,3,376.0
3963,11,224,2656,2,25,48,38,2,3,398.0
3964,11,30,462,14,15,28,64,34,0,458.0
3965,11,164,2527,7,5,47,67,22,0,360.0
3966,11,224,1787,7,5,23,33,20,2,289.0
3967,11,224,1788,7,5,33,40,22,2,310.0
3968,11,164,1981,7,4,21,31,22,0,233.0
3969,11,171,2322,7,15,29,38,20,0,330.0
3970,11,30,458,7,5,28,36,20,0,308.0
3971,11,224,2658,14,16,53,120,22,3,1350.0
3972,11,59,789,2,15,39,47,0,0,380.0
3973,11,176,1732,7,5,29,37,22,0,245.0
3974,11,224,2656,14,19,50,116,34,0,1160.0
3975,11,164,2874,7,5,29,32,22,0,230.0
3976,11,224,29,2,18,38,41,20,0,315.0
3977,11,59,790,6,3,4,28,13,3,230.0
3978,11,176,1883,2,5,36,40,22,0,300.0
3979,11,176,2528,2,9,47,40,18,2,335.0
3980,11,176,1733,7,5,33,41,20,2,265.0
3981,11,224,2596,3,26,52,35,20,3,371.0
3982,11,224,2656,8,26,48,95,20,3,720.0
3983,11,164,1981,7,5,23,31,22,0,240.0
3984,11,164,2527,29,5,46,178,22,3,743.3
3985,11,224,1788,7,4,35,37,22,3,328.0
3986,11,164,2527,23,5,47,121,22,3,600.0
3987,11,131,928,14,24,43,66,20,3,410.0
3988,11,164,1981,7,5,42,44,22,2,299.0
3989,11,224,335,7,5,36,46,22,0,340.0
3990,11,59,651,7,4,21,25,22,0,285.0
3991,11,164,2527,22,5,46,177,22,0,668.0
3992,11,176,2780,2,5,41,42,20,2,300.0
3993,11,30,458,7,18,27,38,20,0,322.0
3994,11,224,365,7,14,46,70,22,3,578.0
3995,11,59,2819,7,26,42,71,34,2,430.0
3996,11,224,2658,7,20,51,66,22,0,760.0
3997,11,164,2760,14,5,54,59,22,0,395.0
3998,11,176,456,14,5,29,54,22,2,340.0
3999,11,30,2538,1,17,47,23,0,0,270.0
4000,11,30,459,7,5,27,40,22,1,307.0
4001,11,224,2656,7,26,49,80,32,0,700.0
4002,11,224,1787,7,3,6,42,22,1,300.0
4003,11,59,784,7,5,35,35,22,0,280.0
4004,11,224,2658,15,22,53,122,13,3,1250.0
4005,11,224,29,14,5,41,79,22,2,530.0
4006,11,224,2656,8,25,45,82,4,3,710.0
4007,11,224,2656,7,25,48,73,13,3,666.0
4008,11,176,2887,7,20,51,91,24,3,655.0
4009,11,176,2528,8,10,46,67,13,0,458.0
4010,11,224,1788,7,4,35,37,22,2,329.0
4011,11,176,1674,7,5,38,37,13,0,266.0
4012,11,164,2527,22,5,45,176,22,3,750.0
4013,11,176,1732,7,5,28,57,22,3,378.0
4014,11,30,462,6,5,27,39,22,2,305.0
4015,11,59,786,7,15,26,39,20,2,309.6
4016,11,59,786,7,15,25,33,34,3,305.0
4017,11,176,1883,7,17,46,76,0,0,469.0
4018,11,164,2527,14,5,46,104,13,3,500.0
4019,11,176,2528,7,10,46,66,22,3,500.0
4020,11,176,2504,14,5,45,120,9,0,745.0
4021,11,224,2656,7,23,49,85,20,3,690.0
4022,11,224,2656,15,25,47,107,22,3,920.0
4023,11,59,788,7,5,23,27,0,3,242.0
4024,11,224,649,7,5,33,19,30,0,225.0
4025,11,176,2413,7,15,36,52,22,0,368.0
4026,11,59,1601,1,13,48,40,20,3,360.0
4027,11,131,3046,7,23,42,68,20,3,450.0
4028,11,224,1787,2,5,30,21,20,3,257.0
4029,11,30,461,7,15,28,33,22,2,285.0
4030,11,131,1665,7,5,42,61,13,0,420.0
4031,11,171,2322,7,5,26,41,20,2,320.0
4032,11,176,1883,7,17,46,76,0,0,469.0
4033,11,176,2781,7,20,51,67,20,2,430.0
4034,11,176,2744,8,5,38,68,22,0,432.0
4035,11,224,2656,8,25,47,70,30,3,660.0
4036,11,176,2412,7,5,35,32,13,0,300.0
4037,11,176,1883,14,6,41,96,22,2,650.0
4038,11,224,2153,2,23,43,38,20,2,365.0
4039,11,164,2760,7,5,54,61,22,0,550.0
4040,11,224,2656,1,25,47,34,18,3,385.0
4041,11,176,2413,7,5,41,46,22,2,369.0
4042,11,59,786,14,15,26,52,32,3,370.0
4043,11,176,2888,8,8,48,111,22,0,760.0
4044,11,176,2888,8,8,48,111,22,2,760.0
4045,11,224,2596,8,26,52,69,22,3,597.0
4046,11,131,1326,7,14,46,95,22,3,650.0
4047,11,176,2529,7,9,48,64,30,0,460.0
4048,11,59,784,7,5,18,36,13,3,262.0
4049,11,176,2413,7,15,37,52,4,0,353.0
4050,11,224,2153,7,23,46,95,4,3,719.0
4051,11,224,2153,7,23,46,95,20,0,760.0
4052,11,131,1326,7,13,45,60,30,2,430.0
4053,11,131,2557,7,17,47,87,20,3,583.0
4054,11,224,412,14,17,40,76,31,0,589.0
4055,11,152,3019,14,5,24,50,22,3,510.0
4056,11,131,1497,2,17,44,41,2,3,325.0
4057,11,59,787,7,5,31,31,13,2,249.0
4058,11,224,2656,7,25,47,88,20,3,850.0
4059,11,176,2887,7,20,51,88,20,3,630.0
4060,11,164,2527,30,5,45,178,22,2,750.0
4061,11,59,789,7,5,40,49,22,3,356.5
4062,11,224,2656,21,25,48,146,26,3,1350.0
4063,11,224,365,2,14,46,40,20,2,400.0
4064,11,131,1665,2,21,46,55,0,2,385.0
4065,11,224,1787,2,19,29,25,20,0,240.0
4066,11,224,29,7,5,37,44,13,2,377.0
4067,11,131,1665,15,5,43,135,13,3,620.0
4068,11,176,2779,7,17,45,77,4,2,497.0
4069,11,131,2420,15,7,49,124,22,3,1080.0
4070,11,176,1883,14,5,36,63,4,3,450.0
4071,11,131,1497,14,17,44,100,22,3,640.0
4072,11,176,2804,7,15,39,57,34,2,330.0
4073,11,224,2656,2,25,49,54,4,2,465.0
4074,11,171,2323,7,15,27,40,20,3,338.0
4075,11,176,2528,2,9,47,47,32,0,350.0
4076,11,224,335,7,5,35,41,22,2,315.0
4077,11,176,2412,7,5,35,44,4,3,340.0
4078,11,30,2538,7,17,47,80,22,3,580.0
4079,11,131,3046,7,23,43,65,34,3,430.0
4080,11,30,2482,15,24,53,95,22,3,765.0
4081,11,176,2781,7,20,51,66,4,0,430.0
4082,11,164,2527,23,5,47,106,20,3,520.0
4083,11,30,2538,7,17,47,66,13,0,495.0
4084,11,131,3046,7,23,43,65,4,3,425.0
4085,11,171,2322,7,5,26,41,20,2,310.0
4086,11,176,1733,7,5,32,37,22,2,248.0
4087,11,224,3025,14,3,34,71,22,3,595.0
4088,11,59,785,7,5,19,22,9,2,217.0
4089,11,224,3025,7,3,8,42,20,3,380.0
4090,11,224,1788,7,5,36,36,22,2,350.0
4091,11,152,2315,7,5,46,75,22,3,587.0
4092,11,59,790,7,5,35,57,13,3,380.0
4093,11,224,2153,2,23,43,37,30,3,360.0
4094,11,171,2323,7,5,24,24,22,3,366.0
4095,11,224,2698,7,23,44,66,6,3,425.0
4096,11,224,2656,8,25,48,96,20,3,760.0
4097,11,224,2153,7,23,43,53,0,2,430.0
4098,11,30,2140,7,20,52,42,34,2,276.0
4099,11,131,1667,7,5,37,50,22,2,340.0
4100,11,176,2528,7,9,47,76,20,0,540.7
4101,11,224,475,7,21,37,51,34,0,424.0
4102,11,131,1665,15,5,41,129,22,2,680.0
4103,11,131,460,8,5,33,54,22,0,345.0
4104,11,224,1787,2,19,33,25,20,0,278.0
4105,11,176,2886,14,24,49,108,4,3,670.0
4106,11,176,1883,8,17,41,73,20,3,468.0
4107,11,224,365,7,16,48,64,22,0,563.0
4108,11,176,2778,7,5,40,41,22,0,320.0
4109,11,224,2699,7,23,45,80,36,3,448.0
4110,11,176,2504,7,5,45,59,22,3,375.0
4111,11,131,1665,2,21,46,47,32,2,330.0
4112,11,224,298,8,11,38,65,22,2,440.0
4113,11,131,1664,7,15,38,69,20,2,398.0
4114,11,224,2656,2,24,47,48,4,3,530.0
4115,11,176,2528,7,9,47,76,20,3,539.0
4116,11,131,2419,15,10,49,124,22,0,968.0
4117,11,59,790,14,5,24,52,22,2,355.0
4118,11,224,3026,22,5,38,222,22,3,1097.0
4119,11,224,2596,7,24,52,48,4,3,440.0
4120,11,224,2656,8,25,48,73,20,0,650.0
4121,11,224,2656,7,25,49,90,22,0,750.0
4122,11,224,2656,2,25,49,37,2,3,370.0
4123,11,176,2887,2,15,51,43,32,3,380.0
4124,11,176,455,7,4,23,31,22,0,251.0
4125,11,224,1787,6,3,15,26,20,0,220.0
4126,11,131,1667,14,15,41,63,26,2,405.0
4127,11,224,29,7,5,36,39,22,2,339.0
4128,11,224,2656,14,26,48,122,6,2,850.0
4129,11,224,2656,7,25,50,78,2,3,710.0
4130,11,59,785,14,4,20,37,6,2,275.0
4131,11,224,2656,15,19,50,124,22,3,1245.0
4132,11,176,2506,7,5,35,39,22,0,320.0
4133,11,176,2413,7,5,41,46,22,3,370.0
4134,11,131,1664,8,5,40,62,22,3,377.0
4135,11,224,2656,1,25,49,34,0,2,368.0
4136,11,131,1664,7,5,46,71,22,0,435.0
4137,11,224,2698,7,23,45,65,22,3,420.0
4138,11,224,2656,7,26,48,93,22,2,740.0
4139,11,176,2415,7,5,43,58,13,3,408.0
4140,11,224,1787,14,17,34,60,34,3,442.0
4141,11,224,2656,14,25,47,115,4,3,1050.0
4142,11,131,1664,8,5,40,54,22,3,390.0
4143,11,176,2529,14,9,48,95,22,2,590.0
4144,11,131,928,2,24,43,40,20,0,285.0
4145,11,224,2656,8,25,48,88,0,2,735.0
4146,11,224,2656,1,25,47,25,18,0,319.0
4147,11,176,1883,14,17,41,88,14,3,510.0
4148,11,224,1788,7,5,30,38,20,3,320.0
4149,11,59,789,14,5,43,80,26,2,500.0
4150,11,131,861,14,18,44,92,37,2,572.0
4151,11,30,463,2,17,38,33,30,2,288.0
4152,11,171,2141,7,11,37,61,20,0,440.0
4153,11,224,29,7,5,39,47,22,2,360.0
4154,11,224,2656,7,20,48,67,34,3,760.0
4155,11,176,1883,7,11,36,68,22,2,440.0
4156,11,131,861,7,18,44,70,36,2,458.0
4157,11,224,2658,15,16,53,119,22,3,1200.0
4158,11,131,2557,7,21,46,48,2,3,382.0
4159,11,171,2322,7,15,27,40,4,3,330.0
4160,11,30,462,14,5,23,41,20,2,329.0
4161,11,176,2576,7,23,44,66,30,2,390.0
4162,11,224,2658,8,22,53,88,20,3,880.0
4163,11,176,2413,7,15,37,52,34,3,365.0
4164,11,224,2656,8,26,49,73,2,3,618.0
4165,11,224,2656,8,23,49,92,32,3,670.0
4166,11,131,2419,15,14,49,122,22,3,960.0
4167,11,224,365,7,15,46,69,22,2,587.0
4168,11,224,3025,14,4,29,55,22,2,490.0
4169,11,176,2887,8,15,51,90,22,3,657.0
4170,11,224,2656,2,25,49,34,30,3,365.0
4171,11,224,365,7,15,46,69,22,3,578.0
4172,11,224,2699,14,15,49,126,22,3,741.0
4173,11,224,2658,14,20,51,65,22,3,839.0
4174,11,224,2656,7,25,47,76,20,3,760.0
4175,11,164,3012,7,4,23,34,22,3,232.0
4176,11,131,1326,14,16,46,109,22,2,710.0
4177,11,176,2414,7,15,36,57,34,2,330.0
4178,11,176,1731,2,5,38,24,0,3,230.0
4179,11,30,461,7,5,26,35,20,0,295.0
4180,11,224,2656,2,24,47,32,0,3,365.0
4181,11,59,785,7,5,34,35,22,2,278.0
4182,11,224,298,2,14,37,40,13,2,290.0
4183,11,30,458,7,5,28,37,22,2,310.0
4184,11,224,475,7,17,36,44,30,0,330.0
4185,1,80,2659,7,17,49,79,20,2,606.0
4186,1,216,1579,15,5,38,49,4,3,449.0
4187,1,41,874,5,14,53,13,4,3,180.0
4188,1,15,1211,7,5,44,62,22,2,309.0
4189,1,165,2861,15,17,38,143,4,2,820.0
4190,1,15,1310,7,5,41,55,22,2,265.0
4191,1,23,273,2,5,32,17,0,3,185.0
4192,1,15,897,8,14,56,65,22,3,440.0
4193,1,15,751,14,5,47,74,22,2,365.0
4194,1,120,61,14,5,35,58,22,2,438.0
4195,1,15,1310,14,5,30,42,22,1,248.0
4196,1,15,1310,7,5,30,35,22,2,215.0
4197,1,174,2798,7,5,44,41,20,2,318.0
4198,1,15,171,7,4,32,31,22,3,235.0
4199,1,15,897,22,14,56,118,22,3,720.0
4200,1,15,571,22,5,57,137,22,3,660.0
4201,1,15,215,29,2,49,207,20,1,1200.0
4202,1,101,2234,19,7,52,25,22,3,230.0
4203,1,178,3039,15,29,43,279,32,2,1700.0
4204,1,119,2396,14,11,32,46,13,2,458.0
4205,1,23,2183,7,5,22,31,22,2,247.0
4206,1,15,319,8,4,37,36,22,3,288.0
4207,1,209,1251,7,33,57,55,22,0,370.0
4208,1,165,1444,2,17,41,31,30,3,249.0
4209,1,15,897,7,14,56,64,22,0,439.0
4210,1,101,2234,19,7,52,23,13,2,202.0
4211,1,209,68,16,7,52,212,22,3,1760.0
4212,1,165,1148,2,5,36,24,0,2,245.0
4213,1,161,1276,7,5,32,38,22,2,276.0
4214,1,128,1386,15,23,46,119,26,2,790.0
4215,1,23,273,14,5,32,46,22,2,260.0
4216,1,165,573,15,18,57,97,22,3,750.0
4217,1,194,1317,2,15,49,23,30,3,286.0
4218,1,216,868,2,11,39,29,30,0,249.0
4219,1,41,2663,7,25,42,95,2,2,650.0
4220,1,216,1165,7,5,42,55,13,3,450.0
4221,1,209,2472,14,15,38,55,9,2,410.0
4222,1,178,3039,7,29,43,79,2,2,700.0
4223,1,41,1307,7,17,44,61,28,2,535.0
4224,1,179,2452,2,15,34,25,20,3,299.0
4225,1,192,978,7,5,38,31,20,2,215.0
4226,1,1,2523,22,19,49,133,22,2,1280.0
4227,1,151,91,14,28,47,94,20,3,676.0
4228,1,161,1276,14,4,27,34,22,2,275.0
4229,1,15,713,21,5,51,149,6,0,650.0
4230,1,209,2820,7,27,47,78,32,2,495.0
4231,1,15,1821,7,5,55,74,22,1,400.0
4232,1,119,2399,8,10,42,91,30,2,624.0
4233,1,15,1310,7,5,26,39,22,2,238.0
4234,1,15,170,8,5,42,100,22,2,400.0
4235,1,165,573,14,18,57,97,6,3,750.0
4236,1,15,215,8,5,49,81,22,3,450.0
4237,1,216,868,2,11,39,29,30,0,249.0
4238,1,194,1317,2,15,49,23,30,3,286.0
4239,1,151,46,7,5,50,64,13,2,586.0
4240,1,209,1251,7,17,57,59,22,2,390.0
4241,1,15,216,29,2,51,239,22,3,1200.0
4242,1,15,713,15,4,49,138,22,3,610.0
4243,1,119,2392,15,18,41,154,18,2,971.0
4244,1,15,216,22,2,51,227,22,3,1075.0
4245,1,216,2573,7,6,42,58,22,2,460.0
4246,1,209,2390,14,5,37,35,22,2,210.0
4247,1,1,2523,22,19,49,133,22,2,1280.0
4248,1,165,720,2,23,43,45,20,2,365.0
4249,1,54,1575,2,23,50,35,2,2,260.0
4250,1,178,3039,14,15,43,61,30,2,520.0
4251,1,15,1310,7,5,34,32,22,2,215.0
4252,1,15,2039,22,8,48,117,22,3,625.0
4253,1,117,716,2,14,54,27,0,3,255.0
4254,1,41,2310,2,17,38,26,20,2,305.0
4255,1,119,2401,2,19,32,21,4,2,280.0
4256,1,179,2454,7,5,29,32,22,3,320.0
4257,1,1,239,7,5,36,45,20,3,400.0
4258,1,192,2865,2,11,52,47,20,3,498.0
4259,1,216,1555,2,23,46,30,30,2,317.0
4260,1,128,1386,15,23,46,121,36,2,780.0
4261,1,209,443,15,19,42,120,36,2,660.0
4262,1,151,1389,15,13,58,147,22,3,2150.0
4263,1,151,1389,22,13,58,147,22,3,2300.0
4264,1,128,1386,15,23,46,121,26,3,800.0
4265,1,128,1146,2,25,46,41,0,2,340.0
4266,1,15,215,31,2,49,150,22,2,1150.0
4267,1,114,1591,15,13,52,155,32,3,1097.0
4268,1,23,337,7,5,32,31,22,2,255.0
4269,1,61,1994,2,5,34,19,9,3,285.0
4270,1,23,337,7,5,32,31,22,0,245.0
4271,1,194,1264,7,19,42,67,34,2,450.0
4272,1,151,91,15,28,46,94,20,3,668.0
4273,1,192,3000,14,17,40,72,32,0,490.0
4274,1,15,1821,14,5,53,74,22,2,385.0
4275,1,101,958,7,5,33,49,22,2,380.0
4276,1,190,2561,2,11,39,32,0,2,290.0
4277,1,80,1292,2,5,41,29,20,3,288.0
4278,1,119,2218,2,18,50,40,18,3,520.0
4279,1,86,1067,2,17,35,20,20,0,320.0
4280,1,23,2183,2,5,14,17,20,3,210.0
4281,1,41,129,2,29,45,41,18,3,460.0
4282,1,119,2218,2,21,49,45,34,3,610.0
4283,1,174,2946,14,3,46,157,22,2,820.0
4284,1,43,2202,14,5,27,33,13,0,320.0
4285,1,165,573,7,13,57,61,6,3,524.0
4286,1,86,1067,14,5,27,46,22,2,440.0
4287,1,23,337,7,5,42,31,22,2,241.0
4288,1,119,2976,22,6,57,213,22,3,2300.0
4289,1,101,972,11,26,52,51,30,3,260.0
4290,1,80,1291,15,5,49,90,22,2,584.0
4291,1,86,1065,7,23,31,28,20,2,380.0
4292,1,165,253,15,10,54,112,22,0,1020.0
4293,1,192,2592,8,13,37,90,22,3,600.0
4294,1,63,120,7,5,46,59,22,2,390.0
4295,1,93,1508,7,23,44,93,32,2,632.0
4296,1,151,3032,8,20,51,63,20,3,430.0
4297,1,151,42,2,15,47,34,39,2,384.0
4298,1,216,2113,8,9,46,87,36,3,750.0
4299,1,43,2202,14,5,27,33,13,0,320.0
4300,1,139,2999,14,5,32,44,22,2,369.0
4301,1,178,52,7,24,51,63,0,0,530.0
4302,1,120,61,7,4,22,35,20,0,290.0
4303,1,15,2039,14,10,48,110,22,3,530.0
4304,1,41,2311,2,5,38,23,0,0,258.0
4305,1,17,272,7,11,43,55,22,2,453.0
4306,1,86,1067,7,5,26,26,20,3,325.0
4307,1,32,2723,2,5,40,24,30,2,268.0
4308,1,209,1251,2,7,57,38,13,2,265.0
4309,1,209,1251,2,27,57,33,20,2,265.0
4310,1,93,2921,7,20,48,65,30,2,480.0
4311,1,23,337,14,5,32,49,4,3,300.0
4312,1,209,2769,7,17,47,72,22,3,530.0
4313,1,151,2905,14,5,53,128,22,3,1400.0
4314,1,192,1662,7,17,41,60,4,2,460.0
4315,1,37,2610,2,5,30,18,20,3,240.0
4316,1,178,3039,21,29,42,182,4,2,1170.0
4317,1,216,706,7,17,44,67,36,2,500.0
4318,1,15,712,8,5,45,63,22,3,330.0
4319,1,216,1565,14,17,49,110,22,3,870.0
4320,1,101,971,2,26,52,58,30,3,384.0
4321,1,151,3031,8,20,48,73,2,3,550.0
4322,1,209,1251,7,27,57,51,22,0,345.0
4323,1,209,1251,7,33,57,50,20,2,338.0
4324,1,63,842,8,5,39,91,22,2,550.0
4325,1,63,841,14,5,38,55,26,2,370.0
4326,1,209,2896,7,27,52,46,22,2,280.0
4327,1,216,1581,8,5,42,54,22,2,455.0
4328,1,161,2918,7,5,28,39,13,2,290.0
4329,1,216,1282,14,13,40,73,22,2,477.0
4330,1,61,1995,7,5,32,41,22,0,445.0
4331,1,32,1808,2,24,51,50,20,3,498.0
4332,1,63,842,8,5,39,91,22,2,550.0
4333,1,151,46,7,26,50,65,32,2,575.0
4334,1,101,971,2,26,52,58,30,3,384.0
4335,1,151,3031,8,20,48,73,2,3,550.0
4336,1,216,706,7,17,44,72,36,0,490.0
4337,1,194,1264,14,18,44,118,34,3,650.0
4338,1,120,2290,8,14,48,50,34,0,328.0
4339,1,63,213,7,5,28,31,22,0,269.0
4340,1,119,2392,15,18,41,145,4,2,900.0
4341,1,63,1669,14,5,51,52,22,2,355.0
4342,1,120,59,7,4,7,45,22,2,355.0
4343,1,120,2290,8,14,48,50,34,0,328.0
4344,1,32,2795,2,23,39,24,0,0,370.0
4345,1,101,2196,2,17,46,41,20,2,440.0
4346,1,216,3001,7,5,34,38,22,0,335.0
4347,1,190,1141,2,23,42,44,4,3,355.0
4348,1,151,92,2,14,49,31,34,3,298.0
4349,1,117,716,2,14,54,27,30,0,225.0
4350,1,165,69,14,17,56,72,22,0,670.0
4351,1,120,59,7,5,7,35,22,0,317.0
4352,1,209,1251,7,18,55,55,22,2,368.0
4353,1,32,481,15,5,39,108,2,3,730.0
4354,1,151,2905,15,10,53,97,22,2,858.0
4355,1,151,2905,15,11,53,67,22,2,638.0
4356,1,101,234,7,16,53,91,22,3,720.0
4357,1,151,1389,15,12,58,148,22,3,2000.0
4358,1,114,1511,15,11,56,104,22,3,998.0
4359,1,32,2795,2,23,39,24,0,0,370.0
4360,1,151,1389,22,12,58,171,22,3,2700.0
4361,1,23,273,7,5,28,31,22,2,240.0
4362,1,216,2113,1,14,46,22,20,0,320.0
4363,1,209,1975,5,5,54,21,18,3,145.0
4364,1,23,273,14,5,32,46,22,3,308.0
4365,1,151,2905,15,10,53,97,22,2,858.0
4366,1,190,1141,7,23,42,65,20,1,428.0
4367,1,151,91,7,28,47,56,13,3,455.0
4368,1,174,1653,7,8,52,69,20,2,395.0
4369,1,1,2120,14,21,44,80,0,3,600.0
4370,1,209,1251,7,15,55,54,13,2,338.0
4371,1,117,717,7,15,52,38,34,3,308.0
4372,1,54,1838,8,24,49,72,20,3,390.0
4373,1,178,3039,7,15,43,44,0,2,370.0
4374,1,15,1310,7,5,34,39,22,2,235.0
4375,1,209,2821,22,15,46,182,22,3,1150.0
4376,1,194,741,2,5,35,24,20,2,250.0
4377,1,165,249,1,19,54,17,30,3,255.0
4378,1,80,2659,2,17,49,42,0,0,430.0
4379,1,114,1512,7,17,54,62,4,2,420.0
4380,1,216,1215,7,15,51,40,0,2,360.0
4381,1,174,992,14,12,47,62,0,2,350.0
4382,1,209,2896,7,27,52,46,13,2,285.0
4383,1,86,2204,8,19,46,53,4,2,465.0
4384,1,179,2451,7,17,45,61,30,3,500.0
4385,1,139,701,7,16,32,53,30,0,415.0
4386,1,43,2171,7,19,44,75,26,0,560.0
4387,1,178,58,2,11,48,29,20,3,310.0
4388,1,161,1441,2,5,38,44,20,0,320.0
4389,1,120,1893,2,9,52,62,34,0,370.0
4390,1,107,2438,2,11,34,21,32,0,285.0
4391,1,161,2917,2,23,50,50,0,3,379.0
4392,1,165,1351,7,17,43,61,34,3,495.0
4393,1,165,2116,7,8,44,67,22,2,476.0
4394,1,93,1405,7,19,48,41,30,3,365.0
4395,1,165,249,1,19,54,18,30,3,261.0
4396,1,216,2574,2,5,40,38,20,2,327.0
4397,1,165,2329,8,5,39,50,22,3,384.0
4398,1,43,2171,7,19,44,75,26,0,560.0
4399,1,86,2705,2,23,49,38,32,2,402.0
4400,1,216,1566,2,19,47,45,30,2,440.0
4401,1,161,1441,2,5,38,44,20,0,320.0
4402,1,209,189,7,17,55,58,22,3,420.0
4403,1,216,820,14,11,48,126,26,3,1036.0
4404,1,128,2612,7,5,38,42,13,3,230.0
4405,1,165,1148,7,5,32,41,13,1,310.0
